Year,Series,Sexua,Lurralde historikoa,Units,Value
2016,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,1.4
2018,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,0.5
2015,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,0.5
2024,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,0.2
2021,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,0.2
2014,Lesio okupazional hilgarriak,Emakumea,,100.000 langileko,0.7
2023,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2024,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2013,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2019,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,3.0
2018,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,1.5
2020,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2022,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2015,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2017,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,1.6
2014,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2021,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,1.5
2016,Lesio okupazional hilgarriak,Emakumea,Araba / Álava,100.000 langileko,0.0
2013,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.5
2024,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2020,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2023,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.8
2015,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2017,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.4
2018,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2016,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,1.8
2014,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,1.4
2021,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2022,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.4
2019,Lesio okupazional hilgarriak,Emakumea,Bizkaia,100.000 langileko,0.0
2018,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.7
2019,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.7
2024,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.6
2023,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1.3
2016,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1.4
2021,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.0
2020,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.7
2017,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.0
2022,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1.3
2015,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1.4
2014,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.0
2013,Lesio okupazional hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,0.0
2014,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.8
2013,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,7.0
2020,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.4
2024,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.0
2023,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.1
2022,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.3
2021,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,6.9
2019,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,5.4
2016,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,7.1
2018,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,7.1
2017,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,6.2
2015,Lesio okupazional hilgarriak,Gizona,,100.000 langileko,6.6
2015,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,4.1
2021,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,11.6
2014,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,5.5
2016,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.8
2020,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.4
2022,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.5
2017,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,2.7
2023,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.3
2024,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,5.0
2019,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.4
2018,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.6
2013,Lesio okupazional hilgarriak,Gizona,Araba / Álava,100.000 langileko,6.9
2013,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,7.0
2019,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,5.1
2024,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,3.0
2021,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,5.2
2018,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,8.8
2023,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,4.2
2022,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,3.5
2017,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,6.5
2020,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,6.5
2016,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,9.6
2015,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,6.3
2014,Lesio okupazional hilgarriak,Gizona,Bizkaia,100.000 langileko,5.1
2020,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,3.1
2016,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,3.7
2023,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,5.9
2013,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7.0
2021,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7.3
2022,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7.6
2017,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7.4
2019,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,5.3
2014,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7.0
2018,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4.8
2024,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8.1
2015,Lesio okupazional hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8.2
2018,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3627.1
2013,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3158.0
2023,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3697.8
2014,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3187.0
2017,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3645.2
2021,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3702.3
2022,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3790.0
2015,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3374.8
2016,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3489.4
2020,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3247.4
2024,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3875.6
2019,Lesio okupazional ez-hilgarriak,,,100.000 langileko,3897.8
2018,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4347.1
2024,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,5288.5
2013,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,3862.4
2014,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4024.5
2019,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4799.4
2021,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4543.7
2023,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,3724.6
2016,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4320.8
2017,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4336.5
2020,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,3758.3
2022,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4487.9
2015,Lesio okupazional ez-hilgarriak,,Araba / Álava,100.000 langileko,4236.3
2018,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3631.7
2020,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3202.2
2021,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3600.1
2015,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3305.5
2019,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3866.1
2024,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3698.3
2013,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3110.3
2014,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3097.5
2017,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3689.4
2022,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3779.8
2016,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3465.1
2023,Lesio okupazional ez-hilgarriak,,Bizkaia,100.000 langileko,3794.8
2020,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3082.9
2013,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,2917.7
2022,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3492.1
2018,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3290.8
2024,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3507.6
2014,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,2943.6
2021,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3473.2
2023,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3535.5
2016,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3153.2
2019,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3537.5
2015,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3092.7
2017,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,3265.1
2016,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2190.4
2024,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2366.3
2015,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2167.4
2019,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2297.0
2017,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2261.2
2020,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,1941.9
2023,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2222.3
2014,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2045.4
2018,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2249.5
2021,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2407.1
2013,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2074.0
2022,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,2382.7
2024,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,3287.1
2021,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,3285.5
2020,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2324.6
2023,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2468.1
2022,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2825.4
2017,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2673.4
2015,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2958.9
2019,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2838.3
2014,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2662.3
2018,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2540.4
2016,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2762.5
2013,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,2596.6
2019,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2314.7
2015,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2163.7
2021,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2324.3
2014,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2017.4
2017,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2362.7
2020,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,1938.6
2022,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2390.7
2024,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2251.5
2023,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2224.3
2018,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2346.1
2016,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2181.5
2013,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,2119.5
2013,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1782.7
2014,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1818.5
2017,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1918.3
2018,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1963.6
2019,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,2028.6
2021,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,2143.3
2022,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,2173.5
2024,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,2138.2
2020,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1779.7
2016,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1950.4
2015,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,1828.2
2023,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,2111.4
2015,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4454.7
2020,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4441.1
2014,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4201.8
2019,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,5341.0
2021,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4890.7
2017,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4892.1
2018,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4864.3
2022,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,5069.7
2024,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,5264.8
2016,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4656.8
2013,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,4103.1
2023,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,5055.5
2015,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5293.2
2014,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5165.3
2019,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,6483.3
2022,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5957.0
2020,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,4953.6
2013,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,4897.0
2024,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,7054.9
2016,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5629.6
2023,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,4824.9
2018,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5939.3
2017,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5764.1
2021,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,5632.6
2013,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,3981.4
2014,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4071.7
2015,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4363.2
2016,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4677.2
2017,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4909.3
2018,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4809.2
2019,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,5295.9
2020,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4396.2
2021,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,4793.2
2022,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,5073.5
2023,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,5265.5
2024,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,5026.8
2022,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4667.8
2017,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4464.9
2013,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,3923.4
2015,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4202.3
2016,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4184.8
2019,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4879.1
2020,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4264.7
2023,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4840.9
2024,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4798.0
2014,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,3948.5
2018,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4457.0
2021,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,4692.2
