Year,Series,Province,County,Municipality,Units,GeoCode,Value
2019,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Abaltzisketa,%,Abaltzisketa,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Aduna,%,Aduna,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Aia,%,Aia,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Aizarnazabal,%,Aizarnazabal,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Ajangiz,%,Ajangiz,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Albiztur,%,Albiztur,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Alegia,%,Alegia,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Alkiza,%,Alkiza,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Alonsotegi,%,Alonsotegi,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Altzaga,%,Altzaga,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Altzo,%,Altzo,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2022,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Amezketa,%,Amezketa,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2017,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2012,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2014,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2024,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2020,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2016,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2010,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2018,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2019,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2011,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2013,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2023,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2021,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2015,Proportion of municipalities with a municipal emergency plan,,,Amoroto,%,Amoroto,0.0
2017,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2023,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2010,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2024,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2022,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2018,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2013,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2014,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2021,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2015,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2020,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2016,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2012,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2011,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Amurrio,%,Amurrio,100.0
2019,Proportion of municipalities with a municipal emergency plan,,,Andoain,%,Andoain,100.0
