Year,Sex,Age,Nacionalidad,Disability,Province,County,Municipality,Units,GeoCode,Value
2015,,,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,9.5
2019,,,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.6
2021,,,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,6.3
2016,,,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,13.4
2021,,,,,,,Zizurkil,%,Zizurkil,10.1
2020,,,,,,,Zizurkil,%,Zizurkil,9.0
2015,,,,,,,Zizurkil,%,Zizurkil,14.8
2023,,,,,,,Zizurkil,%,Zizurkil,6.0
2010,,,,,,,Zizurkil,%,Zizurkil,9.1
2022,,,,,,,Zizurkil,%,Zizurkil,7.3
2016,,,,,,,Zizurkil,%,Zizurkil,13.2
2019,,,,,,,Zizurkil,%,Zizurkil,8.5
2018,,,,,,,Zizurkil,%,Zizurkil,10.5
2016,,,,,,,Zuia,%,Zuia,9.4
2023,,,,,,,Zuia,%,Zuia,5.0
2010,,,,,,,Zuia,%,Zuia,7.6
2022,,,,,,,Zuia,%,Zuia,6.1
2020,,,,,,,Zuia,%,Zuia,4.5
2018,,,,,,,Zuia,%,Zuia,5.5
2015,,,,,,,Zuia,%,Zuia,11.4
2021,,,,,,,Zuia,%,Zuia,6.5
2019,,,,,,,Zuia,%,Zuia,5.5
2010,,,,,,,Zumaia,%,Zumaia,8.7
2021,,,,,,,Zumaia,%,Zumaia,9.0
2019,,,,,,,Zumaia,%,Zumaia,8.2
2022,,,,,,,Zumaia,%,Zumaia,7.1
2023,,,,,,,Zumaia,%,Zumaia,5.8
2015,,,,,,,Zumaia,%,Zumaia,12.9
2018,,,,,,,Zumaia,%,Zumaia,9.2
2016,,,,,,,Zumaia,%,Zumaia,13.9
2020,,,,,,,Zumaia,%,Zumaia,7.6
2022,,,,,,,Zumarraga,%,Zumarraga,9.4
2023,,,,,,,Zumarraga,%,Zumarraga,8.5
2019,,,,,,,Zumarraga,%,Zumarraga,10.2
2021,,,,,,,Zumarraga,%,Zumarraga,11.0
2016,,,,,,,Zumarraga,%,Zumarraga,14.4
2010,,,,,,,Zumarraga,%,Zumarraga,10.0
2015,,,,,,,Zumarraga,%,Zumarraga,15.0
2020,,,,,,,Zumarraga,%,Zumarraga,9.4
2018,,,,,,,Zumarraga,%,Zumarraga,11.4
2010,,,,,,Añana (county),,%,Añana (county),10.8
2022,,,,,,Añana (county),,%,Añana (county),8.7
2018,,,,,,Añana (county),,%,Añana (county),11.3
2019,,,,,,Añana (county),,%,Añana (county),9.6
2023,,,,,,Añana (county),,%,Añana (county),7.8
2020,,,,,,Añana (county),,%,Añana (county),9.5
2016,,,,,,Añana (county),,%,Añana (county),14.5
2015,,,,,,Añana (county),,%,Añana (county),17.3
2021,,,,,,Añana (county),,%,Añana (county),11.2
2016,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.8
2020,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,11.9
2015,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.1
2010,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.3
2022,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,10.0
2018,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.4
2019,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,12.8
2023,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,9.6
2021,,,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.5
2019,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,11.2
2015,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,16.1
2010,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,8.9
2018,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.1
2021,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.0
2023,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2022,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,9.5
2016,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,15.6
2020,,,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,10.8
2018,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.8
2020,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,10.5
2015,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,15.7
2010,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,9.9
2019,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.2
2016,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,14.9
2023,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,9.0
2022,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,10.0
2021,,,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,12.0
2023,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,5.8
2020,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2010,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.7
2016,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.4
2019,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2015,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.5
2022,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2018,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,9.0
2021,,,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,8.5
2018,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,11.1
2019,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,10.1
2022,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,9.4
2016,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,14.3
2023,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,8.2
2015,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,14.6
2010,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,8.1
2020,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,9.5
2021,,,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,10.8
2015,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,17.3
2016,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,16.3
2019,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.8
2023,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,8.8
2021,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,11.8
2020,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.7
2022,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.0
2010,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.5
2018,,,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,11.9
2023,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,9.9
2010,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,10.6
2018,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,13.7
2019,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,12.4
2020,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,11.6
2016,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,17.7
2021,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,12.9
2015,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,17.9
2022,,,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,11.5
2019,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.4
2023,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,8.4
2020,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.1
2010,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,8.7
2022,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,9.1
2021,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.7
2015,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,15.3
2018,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,11.4
2016,,,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,14.8
2010,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.8
2022,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.0
2023,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,6.7
2015,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,13.0
2016,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,11.8
2021,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.4
2020,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.5
2018,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.2
2019,,,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.1
2018,,,,,,Donostialdea,,%,Donostialdea,9.7
2021,,,,,,Donostialdea,,%,Donostialdea,9.5
2019,,,,,,Donostialdea,,%,Donostialdea,8.7
2022,,,,,,Donostialdea,,%,Donostialdea,7.8
2016,,,,,,Donostialdea,,%,Donostialdea,12.9
2010,,,,,,Donostialdea,,%,Donostialdea,8.8
2015,,,,,,Donostialdea,,%,Donostialdea,14.1
2023,,,,,,Donostialdea,,%,Donostialdea,7.1
2020,,,,,,Donostialdea,,%,Donostialdea,8.2
2022,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,8.4
2020,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.0
2019,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.3
2021,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,10.1
2015,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,15.0
2023,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,6.9
2010,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.5
2016,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,13.3
2018,,,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,10.0
2018,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,15.1
2019,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,13.8
2021,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,13.1
2020,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,12.4
2023,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,10.4
2015,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,19.1
2010,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,9.9
2016,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,19.6
2022,,,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,11.9
2015,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,17.0
2019,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.2
2020,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.0
2022,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,9.6
2021,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.6
2016,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,15.5
2023,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,8.2
2018,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.8
2010,,,,,,Gernika-Bermeo,,%,Gernika-Bermeo,9.8
2021,,,,,,Goierri,,%,Goierri,8.7
2023,,,,,,Goierri,,%,Goierri,7.0
2020,,,,,,Goierri,,%,Goierri,7.7
2022,,,,,,Goierri,,%,Goierri,7.3
2019,,,,,,Goierri,,%,Goierri,7.9
2016,,,,,,Goierri,,%,Goierri,11.6
2010,,,,,,Goierri,,%,Goierri,8.5
2015,,,,,,Goierri,,%,Goierri,13.1
2018,,,,,,Goierri,,%,Goierri,8.9
2020,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.6
2023,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.2
2018,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.3
2022,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.9
2021,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,8.3
2016,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,10.1
2015,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,11.3
2010,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.5
2019,,,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,7.0
2016,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,14.1
2015,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,16.5
2010,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.5
2022,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,8.2
2021,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,11.1
2023,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,7.0
2020,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,9.9
2018,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.6
2019,,,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.5
2015,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,14.6
2019,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.5
2022,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,8.5
2020,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,8.9
2021,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2018,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2016,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,13.6
2010,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.1
2023,,,,,,Plentzia-Mungia,,%,Plentzia-Mungia,7.1
2023,,,,,,Tolosaldea,,%,Tolosaldea,6.7
2021,,,,,,Tolosaldea,,%,Tolosaldea,8.5
2018,,,,,,Tolosaldea,,%,Tolosaldea,9.6
2022,,,,,,Tolosaldea,,%,Tolosaldea,7.1
2020,,,,,,Tolosaldea,,%,Tolosaldea,7.5
2016,,,,,,Tolosaldea,,%,Tolosaldea,12.4
2015,,,,,,Tolosaldea,,%,Tolosaldea,13.3
2010,,,,,,Tolosaldea,,%,Tolosaldea,8.0
2019,,,,,,Tolosaldea,,%,Tolosaldea,8.1
2018,,,,,,Urola Kosta,,%,Urola Kosta,9.2
2015,,,,,,Urola Kosta,,%,Urola Kosta,14.5
2020,,,,,,Urola Kosta,,%,Urola Kosta,8.0
2022,,,,,,Urola Kosta,,%,Urola Kosta,6.8
2021,,,,,,Urola Kosta,,%,Urola Kosta,8.8
2016,,,,,,Urola Kosta,,%,Urola Kosta,13.3
2023,,,,,,Urola Kosta,,%,Urola Kosta,5.9
2010,,,,,,Urola Kosta,,%,Urola Kosta,8.8
2019,,,,,,Urola Kosta,,%,Urola Kosta,8.3
2012,,,,,Araba/Álava,,,%,Araba/Álava,9.4
2019,,,,,Araba/Álava,,,%,Araba/Álava,10.8
2024,,,,,Araba/Álava,,,%,Araba/Álava,7.5
2016,,,,,Araba/Álava,,,%,Araba/Álava,14.1
2010,,,,,Araba/Álava,,,%,Araba/Álava,10.0
2017,,,,,Araba/Álava,,,%,Araba/Álava,11.9
2014,,,,,Araba/Álava,,,%,Araba/Álava,17.1
2022,,,,,Araba/Álava,,,%,Araba/Álava,9.5
2021,,,,,Araba/Álava,,,%,Araba/Álava,10.6
2018,,,,,Araba/Álava,,,%,Araba/Álava,11.2
2011,,,,,Araba/Álava,,,%,Araba/Álava,7.8
2020,,,,,Araba/Álava,,,%,Araba/Álava,11.0
2023,,,,,Araba/Álava,,,%,Araba/Álava,7.7
2015,,,,,Araba/Álava,,,%,Araba/Álava,16.3
2013,,,,,Araba/Álava,,,%,Araba/Álava,15.1
2010,,,,,Bizkaia,,,%,Bizkaia,10.0
2020,,,,,Bizkaia,,,%,Bizkaia,11.9
2021,,,,,Bizkaia,,,%,Bizkaia,11.2
2013,,,,,Bizkaia,,,%,Bizkaia,16.7
2024,,,,,Bizkaia,,,%,Bizkaia,8.5
2022,,,,,Bizkaia,,,%,Bizkaia,9.3
2018,,,,,Bizkaia,,,%,Bizkaia,11.9
2014,,,,,Bizkaia,,,%,Bizkaia,17.2
2011,,,,,Bizkaia,,,%,Bizkaia,13.2
2012,,,,,Bizkaia,,,%,Bizkaia,14.2
2017,,,,,Bizkaia,,,%,Bizkaia,12.9
2023,,,,,Bizkaia,,,%,Bizkaia,8.7
2015,,,,,Bizkaia,,,%,Bizkaia,17.0
2016,,,,,Bizkaia,,,%,Bizkaia,15.3
2019,,,,,Bizkaia,,,%,Bizkaia,11.1
2012,,,,,Gipuzkoa,,,%,Gipuzkoa,8.9
2019,,,,,Gipuzkoa,,,%,Gipuzkoa,7.4
2020,,,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2017,,,,,Gipuzkoa,,,%,Gipuzkoa,9.3
2022,,,,,Gipuzkoa,,,%,Gipuzkoa,7.0
2023,,,,,Gipuzkoa,,,%,Gipuzkoa,6.5
2013,,,,,Gipuzkoa,,,%,Gipuzkoa,12.5
2024,,,,,Gipuzkoa,,,%,Gipuzkoa,5.7
2014,,,,,Gipuzkoa,,,%,Gipuzkoa,13.9
2018,,,,,Gipuzkoa,,,%,Gipuzkoa,8.1
2011,,,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2016,,,,,Gipuzkoa,,,%,Gipuzkoa,11.3
2015,,,,,Gipuzkoa,,,%,Gipuzkoa,13.3
2021,,,,,Gipuzkoa,,,%,Gipuzkoa,7.9
2010,,,,,Gipuzkoa,,,%,Gipuzkoa,7.4
2017,,,Spanish nationality,,,,,%,,9.8
2016,,,Spanish nationality,,,,,%,,11.8
2023,,,Spanish nationality,,,,,%,,6.2
2024,,,Spanish nationality,,,,,%,,6.0
2015,,,Spanish nationality,,,,,%,,13.2
2019,,,Spanish nationality,,,,,%,,8.3
2021,,,Spanish nationality,,,,,%,,8.3
2020,,,Spanish nationality,,,,,%,,8.5
2018,,,Spanish nationality,,,,,%,,8.9
2022,,,Spanish nationality,,,,,%,,7.2
2020,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,8.2
2018,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,8.2
2021,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,7.6
2024,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,5.8
2015,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,13.3
2016,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,11.0
2017,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,9.0
2022,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,7.4
2023,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,6.0
2019,,,Spanish nationality,,Araba/Álava,,,%,Araba/Álava,8.0
2020,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,9.9
2016,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,13.7
2024,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,6.8
2023,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,7.1
2018,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,10.4
2015,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,14.7
2017,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,11.7
2022,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,8.1
2021,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,9.6
2019,,,Spanish nationality,,Bizkaia,,,%,Bizkaia,9.9
2021,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,6.5
2016,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,8.9
2024,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,4.7
2023,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,4.8
2017,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,7.2
2019,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,5.8
2018,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,6.7
2020,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,6.5
2015,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,10.6
2022,,,Spanish nationality,,Gipuzkoa,,,%,Gipuzkoa,5.6
2018,,,Foreign nationality,,,,,%,,27.6
2022,,,Foreign nationality,,,,,%,,20.8
2024,,,Foreign nationality,,,,,%,,18.9
2016,,,Foreign nationality,,,,,%,,35.9
2023,,,Foreign nationality,,,,,%,,20.7
2017,,,Foreign nationality,,,,,%,,30.9
2015,,,Foreign nationality,,,,,%,,42.1
2020,,,Foreign nationality,,,,,%,,29.2
2019,,,Foreign nationality,,,,,%,,24.8
2021,,,Foreign nationality,,,,,%,,26.1
2020,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,29.9
2016,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,46.6
2023,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,20.6
2017,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,36.2
2021,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,31.6
2024,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,21.9
2019,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,29.8
2018,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,32.8
2015,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,49.2
2022,,,Foreign nationality,,Araba/Álava,,,%,Araba/Álava,24.4
2020,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,30.4
2017,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,27.6
2023,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,21.6
2016,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,33.2
2022,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,20.2
2019,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,23.6
2018,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,28.7
2015,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,44.3
2024,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,22.5
2021,,,Foreign nationality,,Bizkaia,,,%,Bizkaia,26.6
2021,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,21.8
2020,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,26.6
2023,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,19.4
2022,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,19.6
2017,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,32.8
2024,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,13.0
2019,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,23.3
2015,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,36.7
2016,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,35.1
2018,,,Foreign nationality,,Gipuzkoa,,,%,Gipuzkoa,22.6
2014,,,,Persons without disability,,,,%,,16.2
2015,,,,Persons without disability,,,,%,,14.8
2016,,,,Persons without disability,,,,%,,12.4
2017,,,,Persons without disability,,,,%,,11.2
2018,,,,Persons without disability,,,,%,,9.7
2014,,,,Persons with disability,,,,%,,21.5
2011,,16-24 years,,,,,,%,,23.9
2014,,16-24 years,,,,,,%,,38.2
2018,,16-24 years,,,,,,%,,20.2
2015,,16-24 years,,,,,,%,,35.7
2022,,16-24 years,,,,,,%,,19.9
2016,,16-24 years,,,,,,%,,29.5
2019,,16-24 years,,,,,,%,,20.9
2021,,16-24 years,,,,,,%,,21.9
2010,,16-24 years,,,,,,%,,25.0
2013,,16-24 years,,,,,,%,,38.3
2017,,16-24 years,,,,,,%,,20.4
2023,,16-24 years,,,,,,%,,17.4
2020,,16-24 years,,,,,,%,,25.3
2024,,16-24 years,,,,,,%,,13.2
2012,,16-24 years,,,,,,%,,30.7
2022,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,14.8
2011,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,23.2
2014,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,41.5
2019,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,25.2
2012,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,24.7
