Year,Series,Province,County,Municipality,Units,GeoCode,Value
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aduna,%,Aduna,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aia,%,Aia,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Ajangiz,%,Ajangiz,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Albiztur,%,Albiztur,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegia,%,Alegia,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alkiza,%,Alkiza,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzaga,%,Altzaga,100.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Altzo,%,Altzo,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2018,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,100.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,0.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amezketa,%,Amezketa,100.0
2012,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2010,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.0
2014,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2020,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2021,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2017,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2016,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2024,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2011,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.0
2019,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2023,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2015,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2013,Proportion of municipalities covered by a territorial land use plan (PTP),,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
