Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,,,Albiztur,10.000 biztanleko,Albiztur,0.0
2022,,,Albiztur,10.000 biztanleko,Albiztur,0.0
2019,,,Albiztur,10.000 biztanleko,Albiztur,0.0
2023,,,Albiztur,10.000 biztanleko,Albiztur,0.0
2020,,,Alegia,10.000 biztanleko,Alegia,0.0
2019,,,Alegia,10.000 biztanleko,Alegia,0.0
2021,,,Alegia,10.000 biztanleko,Alegia,0.0
2023,,,Alegia,10.000 biztanleko,Alegia,0.0
2022,,,Alegia,10.000 biztanleko,Alegia,0.0
2021,,,Alegría-Dulantzi,10.000 biztanleko,Alegría-Dulantzi,13.1
2019,,,Alegría-Dulantzi,10.000 biztanleko,Alegría-Dulantzi,0.0
2023,,,Alegría-Dulantzi,10.000 biztanleko,Alegría-Dulantzi,6.5
2022,,,Alegría-Dulantzi,10.000 biztanleko,Alegría-Dulantzi,0.0
2020,,,Alegría-Dulantzi,10.000 biztanleko,Alegría-Dulantzi,0.0
2022,,,Alkiza,10.000 biztanleko,Alkiza,0.0
2021,,,Alkiza,10.000 biztanleko,Alkiza,0.0
2019,,,Alkiza,10.000 biztanleko,Alkiza,0.0
2023,,,Alkiza,10.000 biztanleko,Alkiza,0.0
2020,,,Alkiza,10.000 biztanleko,Alkiza,0.0
2023,,,Alonsotegi,10.000 biztanleko,Alonsotegi,0.0
2022,,,Alonsotegi,10.000 biztanleko,Alonsotegi,0.0
2019,,,Alonsotegi,10.000 biztanleko,Alonsotegi,0.0
2020,,,Alonsotegi,10.000 biztanleko,Alonsotegi,0.0
2021,,,Alonsotegi,10.000 biztanleko,Alonsotegi,0.0
2020,,,Altzaga,10.000 biztanleko,Altzaga,0.0
2019,,,Altzaga,10.000 biztanleko,Altzaga,0.0
2023,,,Altzaga,10.000 biztanleko,Altzaga,0.0
2021,,,Altzaga,10.000 biztanleko,Altzaga,0.0
2022,,,Altzaga,10.000 biztanleko,Altzaga,0.0
2020,,,Altzo,10.000 biztanleko,Altzo,0.0
2019,,,Altzo,10.000 biztanleko,Altzo,0.0
2023,,,Altzo,10.000 biztanleko,Altzo,0.0
2022,,,Altzo,10.000 biztanleko,Altzo,0.0
2021,,,Altzo,10.000 biztanleko,Altzo,0.0
2022,,,Amezketa,10.000 biztanleko,Amezketa,0.0
2023,,,Amezketa,10.000 biztanleko,Amezketa,0.0
2020,,,Amezketa,10.000 biztanleko,Amezketa,0.0
2021,,,Amezketa,10.000 biztanleko,Amezketa,0.0
2019,,,Amezketa,10.000 biztanleko,Amezketa,22.9
2022,,,Amorebieta-Etxano,10.000 biztanleko,Amorebieta-Etxano,3.1
2019,,,Amorebieta-Etxano,10.000 biztanleko,Amorebieta-Etxano,3.1
2023,,,Amorebieta-Etxano,10.000 biztanleko,Amorebieta-Etxano,2.0
2020,,,Amorebieta-Etxano,10.000 biztanleko,Amorebieta-Etxano,0.0
2021,,,Amorebieta-Etxano,10.000 biztanleko,Amorebieta-Etxano,1.0
2019,,,Amoroto,10.000 biztanleko,Amoroto,0.0
2021,,,Amoroto,10.000 biztanleko,Amoroto,0.0
2020,,,Amoroto,10.000 biztanleko,Amoroto,0.0
2022,,,Amoroto,10.000 biztanleko,Amoroto,0.0
2023,,,Amoroto,10.000 biztanleko,Amoroto,0.0
2019,,,Amurrio,10.000 biztanleko,Amurrio,0.0
2023,,,Amurrio,10.000 biztanleko,Amurrio,1.9
2020,,,Amurrio,10.000 biztanleko,Amurrio,0.0
2021,,,Amurrio,10.000 biztanleko,Amurrio,3.8
2022,,,Amurrio,10.000 biztanleko,Amurrio,7.6
2022,,,Andoain,10.000 biztanleko,Andoain,2.7
2019,,,Andoain,10.000 biztanleko,Andoain,0.0
2021,,,Andoain,10.000 biztanleko,Andoain,0.0
2023,,,Andoain,10.000 biztanleko,Andoain,4.1
2020,,,Andoain,10.000 biztanleko,Andoain,0.0
2023,,,Anoeta,10.000 biztanleko,Anoeta,9.7
2020,,,Anoeta,10.000 biztanleko,Anoeta,0.0
2019,,,Anoeta,10.000 biztanleko,Anoeta,0.0
2022,,,Anoeta,10.000 biztanleko,Anoeta,0.0
2021,,,Anoeta,10.000 biztanleko,Anoeta,0.0
2021,,,Antzuola,10.000 biztanleko,Antzuola,0.0
2022,,,Antzuola,10.000 biztanleko,Antzuola,0.0
2020,,,Antzuola,10.000 biztanleko,Antzuola,0.0
2023,,,Antzuola,10.000 biztanleko,Antzuola,0.0
2019,,,Antzuola,10.000 biztanleko,Antzuola,0.0
2023,,,Añana,10.000 biztanleko,Añana,0.0
2022,,,Añana,10.000 biztanleko,Añana,0.0
2020,,,Añana,10.000 biztanleko,Añana,0.0
2019,,,Añana,10.000 biztanleko,Añana,0.0
2021,,,Añana,10.000 biztanleko,Añana,0.0
2019,,,Arakaldo,10.000 biztanleko,Arakaldo,0.0
2020,,,Arakaldo,10.000 biztanleko,Arakaldo,0.0
2022,,,Arakaldo,10.000 biztanleko,Arakaldo,0.0
2021,,,Arakaldo,10.000 biztanleko,Arakaldo,0.0
2023,,,Arakaldo,10.000 biztanleko,Arakaldo,0.0
2021,,,Arama,10.000 biztanleko,Arama,0.0
2020,,,Arama,10.000 biztanleko,Arama,0.0
2019,,,Arama,10.000 biztanleko,Arama,0.0
2023,,,Arama,10.000 biztanleko,Arama,0.0
2022,,,Arama,10.000 biztanleko,Arama,0.0
2019,,,Aramaio,10.000 biztanleko,Aramaio,13.9
2020,,,Aramaio,10.000 biztanleko,Aramaio,0.0
2021,,,Aramaio,10.000 biztanleko,Aramaio,0.0
2022,,,Aramaio,10.000 biztanleko,Aramaio,0.0
2023,,,Aramaio,10.000 biztanleko,Aramaio,0.0
2023,,,Arantzazu,10.000 biztanleko,Arantzazu,0.0
2022,,,Arantzazu,10.000 biztanleko,Arantzazu,0.0
2019,,,Arantzazu,10.000 biztanleko,Arantzazu,0.0
2020,,,Arantzazu,10.000 biztanleko,Arantzazu,0.0
2021,,,Arantzazu,10.000 biztanleko,Arantzazu,0.0
2021,,,Areatza,10.000 biztanleko,Areatza,0.0
2020,,,Areatza,10.000 biztanleko,Areatza,0.0
2022,,,Areatza,10.000 biztanleko,Areatza,0.0
2023,,,Areatza,10.000 biztanleko,Areatza,15.4
2019,,,Areatza,10.000 biztanleko,Areatza,0.0
2019,,,Aretxabaleta,10.000 biztanleko,Aretxabaleta,0.0
2021,,,Aretxabaleta,10.000 biztanleko,Aretxabaleta,0.0
2023,,,Aretxabaleta,10.000 biztanleko,Aretxabaleta,0.0
2022,,,Aretxabaleta,10.000 biztanleko,Aretxabaleta,5.6
2020,,,Aretxabaleta,10.000 biztanleko,Aretxabaleta,2.8
2020,,,Armiñón,10.000 biztanleko,Armiñón,0.0
2022,,,Armiñón,10.000 biztanleko,Armiñón,0.0
2023,,,Armiñón,10.000 biztanleko,Armiñón,0.0
2019,,,Armiñón,10.000 biztanleko,Armiñón,0.0
2021,,,Armiñón,10.000 biztanleko,Armiñón,0.0
2021,,,Arraia-Maeztu,10.000 biztanleko,Arraia-Maeztu,0.0
2020,,,Arraia-Maeztu,10.000 biztanleko,Arraia-Maeztu,0.0
2022,,,Arraia-Maeztu,10.000 biztanleko,Arraia-Maeztu,0.0
2019,,,Arraia-Maeztu,10.000 biztanleko,Arraia-Maeztu,0.0
2023,,,Arraia-Maeztu,10.000 biztanleko,Arraia-Maeztu,0.0
2023,,,Arrankudiaga-Zollo,10.000 biztanleko,Arrankudiaga-Zollo,0.0
2020,,,Arrankudiaga-Zollo,10.000 biztanleko,Arrankudiaga-Zollo,0.0
2022,,,Arrankudiaga-Zollo,10.000 biztanleko,Arrankudiaga-Zollo,0.0
2019,,,Arrankudiaga-Zollo,10.000 biztanleko,Arrankudiaga-Zollo,19.6
2021,,,Arrankudiaga-Zollo,10.000 biztanleko,Arrankudiaga-Zollo,0.0
2019,,,Arrasate / Mondragón,10.000 biztanleko,Arrasate / Mondragón,2.7
2021,,,Arrasate / Mondragón,10.000 biztanleko,Arrasate / Mondragón,11.8
2022,,,Arrasate / Mondragón,10.000 biztanleko,Arrasate / Mondragón,4.5
2020,,,Arrasate / Mondragón,10.000 biztanleko,Arrasate / Mondragón,0.9
2023,,,Arrasate / Mondragón,10.000 biztanleko,Arrasate / Mondragón,6.3
2020,,,Arratzu,10.000 biztanleko,Arratzu,0.0
2019,,,Arratzu,10.000 biztanleko,Arratzu,0.0
2022,,,Arratzu,10.000 biztanleko,Arratzu,0.0
2021,,,Arratzu,10.000 biztanleko,Arratzu,0.0
2023,,,Arratzu,10.000 biztanleko,Arratzu,0.0
2023,,,Arratzua-Ubarrundia,10.000 biztanleko,Arratzua-Ubarrundia,0.0
2020,,,Arratzua-Ubarrundia,10.000 biztanleko,Arratzua-Ubarrundia,21.0
2019,,,Arratzua-Ubarrundia,10.000 biztanleko,Arratzua-Ubarrundia,0.0
2022,,,Arratzua-Ubarrundia,10.000 biztanleko,Arratzua-Ubarrundia,0.0
2021,,,Arratzua-Ubarrundia,10.000 biztanleko,Arratzua-Ubarrundia,20.2
2023,,,Arrieta,10.000 biztanleko,Arrieta,0.0
2021,,,Arrieta,10.000 biztanleko,Arrieta,0.0
2019,,,Arrieta,10.000 biztanleko,Arrieta,0.0
2022,,,Arrieta,10.000 biztanleko,Arrieta,0.0
2020,,,Arrieta,10.000 biztanleko,Arrieta,0.0
2023,,,Arrigorriaga,10.000 biztanleko,Arrigorriaga,6.6
2022,,,Arrigorriaga,10.000 biztanleko,Arrigorriaga,6.6
2021,,,Arrigorriaga,10.000 biztanleko,Arrigorriaga,4.9
2019,,,Arrigorriaga,10.000 biztanleko,Arrigorriaga,3.3
2020,,,Arrigorriaga,10.000 biztanleko,Arrigorriaga,3.2
2020,,,Artea,10.000 biztanleko,Artea,0.0
2021,,,Artea,10.000 biztanleko,Artea,0.0
2019,,,Artea,10.000 biztanleko,Artea,0.0
2022,,,Artea,10.000 biztanleko,Artea,26.5
2023,,,Artea,10.000 biztanleko,Artea,0.0
2023,,,Artzentales,10.000 biztanleko,Artzentales,0.0
2022,,,Artzentales,10.000 biztanleko,Artzentales,0.0
2021,,,Artzentales,10.000 biztanleko,Artzentales,0.0
2019,,,Artzentales,10.000 biztanleko,Artzentales,0.0
2020,,,Artzentales,10.000 biztanleko,Artzentales,0.0
2023,,,Artziniega,10.000 biztanleko,Artziniega,0.0
2020,,,Artziniega,10.000 biztanleko,Artziniega,0.0
2022,,,Artziniega,10.000 biztanleko,Artziniega,0.0
2019,,,Artziniega,10.000 biztanleko,Artziniega,10.4
2021,,,Artziniega,10.000 biztanleko,Artziniega,0.0
2019,,,Asparrena,10.000 biztanleko,Asparrena,0.0
2022,,,Asparrena,10.000 biztanleko,Asparrena,0.0
2021,,,Asparrena,10.000 biztanleko,Asparrena,0.0
2023,,,Asparrena,10.000 biztanleko,Asparrena,0.0
2020,,,Asparrena,10.000 biztanleko,Asparrena,24.6
2023,,,Asteasu,10.000 biztanleko,Asteasu,0.0
2021,,,Asteasu,10.000 biztanleko,Asteasu,0.0
2020,,,Asteasu,10.000 biztanleko,Asteasu,0.0
2019,,,Asteasu,10.000 biztanleko,Asteasu,0.0
2022,,,Asteasu,10.000 biztanleko,Asteasu,0.0
2019,,,Astigarraga,10.000 biztanleko,Astigarraga,3.1
2023,,,Astigarraga,10.000 biztanleko,Astigarraga,5.3
2020,,,Astigarraga,10.000 biztanleko,Astigarraga,0.0
2022,,,Astigarraga,10.000 biztanleko,Astigarraga,0.0
2021,,,Astigarraga,10.000 biztanleko,Astigarraga,0.0
2022,,,Ataun,10.000 biztanleko,Ataun,0.0
2021,,,Ataun,10.000 biztanleko,Ataun,0.0
2023,,,Ataun,10.000 biztanleko,Ataun,0.0
2020,,,Ataun,10.000 biztanleko,Ataun,0.0
2019,,,Ataun,10.000 biztanleko,Ataun,0.0
2019,,,Atxondo,10.000 biztanleko,Atxondo,0.0
2021,,,Atxondo,10.000 biztanleko,Atxondo,0.0
2020,,,Atxondo,10.000 biztanleko,Atxondo,0.0
2022,,,Atxondo,10.000 biztanleko,Atxondo,0.0
2023,,,Atxondo,10.000 biztanleko,Atxondo,0.0
2020,,,Aulesti,10.000 biztanleko,Aulesti,0.0
2023,,,Aulesti,10.000 biztanleko,Aulesti,0.0
2019,,,Aulesti,10.000 biztanleko,Aulesti,0.0
2022,,,Aulesti,10.000 biztanleko,Aulesti,0.0
2021,,,Aulesti,10.000 biztanleko,Aulesti,0.0
2019,,,Ayala / Aiara,10.000 biztanleko,Ayala / Aiara,6.9
2022,,,Ayala / Aiara,10.000 biztanleko,Ayala / Aiara,7.0
2021,,,Ayala / Aiara,10.000 biztanleko,Ayala / Aiara,0.0
2023,,,Ayala / Aiara,10.000 biztanleko,Ayala / Aiara,13.8
2020,,,Ayala / Aiara,10.000 biztanleko,Ayala / Aiara,6.9
2021,,,Azkoitia,10.000 biztanleko,Azkoitia,1.7
2019,,,Azkoitia,10.000 biztanleko,Azkoitia,1.7
2022,,,Azkoitia,10.000 biztanleko,Azkoitia,3.4
2023,,,Azkoitia,10.000 biztanleko,Azkoitia,5.1
2020,,,Azkoitia,10.000 biztanleko,Azkoitia,0.0
2019,,,Azpeitia,10.000 biztanleko,Azpeitia,8.0
2022,,,Azpeitia,10.000 biztanleko,Azpeitia,2.6
2020,,,Azpeitia,10.000 biztanleko,Azpeitia,0.0
2023,,,Azpeitia,10.000 biztanleko,Azpeitia,1.3
2021,,,Azpeitia,10.000 biztanleko,Azpeitia,0.0
2022,,,Bakio,10.000 biztanleko,Bakio,7.0
2019,,,Bakio,10.000 biztanleko,Bakio,0.0
2023,,,Bakio,10.000 biztanleko,Bakio,7.1
2020,,,Bakio,10.000 biztanleko,Bakio,0.0
2021,,,Bakio,10.000 biztanleko,Bakio,14.3
2021,,,Baliarrain,10.000 biztanleko,Baliarrain,0.0
2020,,,Baliarrain,10.000 biztanleko,Baliarrain,0.0
2022,,,Baliarrain,10.000 biztanleko,Baliarrain,0.0
2023,,,Baliarrain,10.000 biztanleko,Baliarrain,0.0
2019,,,Baliarrain,10.000 biztanleko,Baliarrain,0.0
2019,,,Balmaseda,10.000 biztanleko,Balmaseda,0.0
2022,,,Balmaseda,10.000 biztanleko,Balmaseda,2.5
2020,,,Balmaseda,10.000 biztanleko,Balmaseda,5.0
2023,,,Balmaseda,10.000 biztanleko,Balmaseda,2.5
2021,,,Balmaseda,10.000 biztanleko,Balmaseda,7.5
2019,,,Baños de Ebro / Mañueta,10.000 biztanleko,Baños de Ebro / Mañueta,0.0
2020,,,Baños de Ebro / Mañueta,10.000 biztanleko,Baños de Ebro / Mañueta,0.0
2021,,,Baños de Ebro / Mañueta,10.000 biztanleko,Baños de Ebro / Mañueta,0.0
2023,,,Baños de Ebro / Mañueta,10.000 biztanleko,Baños de Ebro / Mañueta,0.0
2022,,,Baños de Ebro / Mañueta,10.000 biztanleko,Baños de Ebro / Mañueta,74.1
2020,,,Barakaldo,10.000 biztanleko,Barakaldo,2.5
2022,,,Barakaldo,10.000 biztanleko,Barakaldo,6.3
2023,,,Barakaldo,10.000 biztanleko,Barakaldo,4.5
2019,,,Barakaldo,10.000 biztanleko,Barakaldo,4.1
2021,,,Barakaldo,10.000 biztanleko,Barakaldo,5.9
2023,,,Barrika,10.000 biztanleko,Barrika,0.0
2022,,,Barrika,10.000 biztanleko,Barrika,0.0
2020,,,Barrika,10.000 biztanleko,Barrika,0.0
2019,,,Barrika,10.000 biztanleko,Barrika,0.0
2021,,,Barrika,10.000 biztanleko,Barrika,0.0
2021,,,Barrundia,10.000 biztanleko,Barrundia,0.0
2020,,,Barrundia,10.000 biztanleko,Barrundia,0.0
2019,,,Barrundia,10.000 biztanleko,Barrundia,0.0
2023,,,Barrundia,10.000 biztanleko,Barrundia,0.0
2022,,,Barrundia,10.000 biztanleko,Barrundia,0.0
2021,,,Basauri,10.000 biztanleko,Basauri,3.8
2020,,,Basauri,10.000 biztanleko,Basauri,2.4
2022,,,Basauri,10.000 biztanleko,Basauri,1.9
2019,,,Basauri,10.000 biztanleko,Basauri,3.8
2023,,,Basauri,10.000 biztanleko,Basauri,8.1
2023,,,Beasain,10.000 biztanleko,Beasain,1.4
2022,,,Beasain,10.000 biztanleko,Beasain,2.9
2021,,,Beasain,10.000 biztanleko,Beasain,1.5
2019,,,Beasain,10.000 biztanleko,Beasain,7.3
2020,,,Beasain,10.000 biztanleko,Beasain,2.9
2019,,,Bedia,10.000 biztanleko,Bedia,0.0
2021,,,Bedia,10.000 biztanleko,Bedia,0.0
2022,,,Bedia,10.000 biztanleko,Bedia,17.2
2020,,,Bedia,10.000 biztanleko,Bedia,0.0
2023,,,Bedia,10.000 biztanleko,Bedia,0.0
2021,,,Beizama,10.000 biztanleko,Beizama,0.0
2022,,,Beizama,10.000 biztanleko,Beizama,0.0
2020,,,Beizama,10.000 biztanleko,Beizama,0.0
2019,,,Beizama,10.000 biztanleko,Beizama,0.0
2023,,,Beizama,10.000 biztanleko,Beizama,0.0
2019,,,Belauntza,10.000 biztanleko,Belauntza,0.0
2023,,,Belauntza,10.000 biztanleko,Belauntza,0.0
2022,,,Belauntza,10.000 biztanleko,Belauntza,0.0
2021,,,Belauntza,10.000 biztanleko,Belauntza,0.0
2020,,,Belauntza,10.000 biztanleko,Belauntza,0.0
2019,,,Berango,10.000 biztanleko,Berango,0.0
2021,,,Berango,10.000 biztanleko,Berango,2.6
2023,,,Berango,10.000 biztanleko,Berango,0.0
2022,,,Berango,10.000 biztanleko,Berango,7.7
2020,,,Berango,10.000 biztanleko,Berango,0.0
2022,,,Berantevilla,10.000 biztanleko,Berantevilla,0.0
2021,,,Berantevilla,10.000 biztanleko,Berantevilla,0.0
2023,,,Berantevilla,10.000 biztanleko,Berantevilla,0.0
2019,,,Berantevilla,10.000 biztanleko,Berantevilla,0.0
2020,,,Berantevilla,10.000 biztanleko,Berantevilla,0.0
2021,,,Berastegi,10.000 biztanleko,Berastegi,0.0
2023,,,Berastegi,10.000 biztanleko,Berastegi,0.0
2019,,,Berastegi,10.000 biztanleko,Berastegi,0.0
2020,,,Berastegi,10.000 biztanleko,Berastegi,0.0
2022,,,Berastegi,10.000 biztanleko,Berastegi,0.0
2019,,,Bergara,10.000 biztanleko,Bergara,5.3
2023,,,Bergara,10.000 biztanleko,Bergara,13.4
2020,,,Bergara,10.000 biztanleko,Bergara,5.4
2021,,,Bergara,10.000 biztanleko,Bergara,4.1
2022,,,Bergara,10.000 biztanleko,Bergara,2.7
2020,,,Bermeo,10.000 biztanleko,Bermeo,2.3
2023,,,Bermeo,10.000 biztanleko,Bermeo,5.8
2022,,,Bermeo,10.000 biztanleko,Bermeo,1.2
2019,,,Bermeo,10.000 biztanleko,Bermeo,3.5
2021,,,Bermeo,10.000 biztanleko,Bermeo,1.2
2019,,,Bernedo,10.000 biztanleko,Bernedo,0.0
2020,,,Bernedo,10.000 biztanleko,Bernedo,0.0
2023,,,Bernedo,10.000 biztanleko,Bernedo,0.0
2021,,,Bernedo,10.000 biztanleko,Bernedo,0.0
2022,,,Bernedo,10.000 biztanleko,Bernedo,0.0
2019,,,Berriatua,10.000 biztanleko,Berriatua,0.0
2023,,,Berriatua,10.000 biztanleko,Berriatua,17.6
2021,,,Berriatua,10.000 biztanleko,Berriatua,0.0
2022,,,Berriatua,10.000 biztanleko,Berriatua,0.0
2020,,,Berriatua,10.000 biztanleko,Berriatua,0.0
2023,,,Berriz,10.000 biztanleko,Berriz,0.0
2020,,,Berriz,10.000 biztanleko,Berriz,0.0
2022,,,Berriz,10.000 biztanleko,Berriz,0.0
2019,,,Berriz,10.000 biztanleko,Berriz,4.3
2021,,,Berriz,10.000 biztanleko,Berriz,0.0
2023,,,Berrobi,10.000 biztanleko,Berrobi,35.6
2019,,,Berrobi,10.000 biztanleko,Berrobi,0.0
2022,,,Berrobi,10.000 biztanleko,Berrobi,0.0
2020,,,Berrobi,10.000 biztanleko,Berrobi,0.0
2021,,,Berrobi,10.000 biztanleko,Berrobi,0.0
2022,,,Bidania-Goiatz,10.000 biztanleko,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,10.000 biztanleko,Bidania-Goiatz,0.0
2023,,,Bidania-Goiatz,10.000 biztanleko,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,10.000 biztanleko,Bidania-Goiatz,0.0
2021,,,Bidania-Goiatz,10.000 biztanleko,Bidania-Goiatz,0.0
2023,,,Bilbao,10.000 biztanleko,Bilbao,5.1
2021,,,Bilbao,10.000 biztanleko,Bilbao,4.5
2022,,,Bilbao,10.000 biztanleko,Bilbao,6.3
2019,,,Bilbao,10.000 biztanleko,Bilbao,5.6
2020,,,Bilbao,10.000 biztanleko,Bilbao,3.5
2020,,,Busturia,10.000 biztanleko,Busturia,0.0
2019,,,Busturia,10.000 biztanleko,Busturia,0.0
2021,,,Busturia,10.000 biztanleko,Busturia,0.0
2023,,,Busturia,10.000 biztanleko,Busturia,0.0
2022,,,Busturia,10.000 biztanleko,Busturia,0.0
2021,,,Campezo / Kanpezu,10.000 biztanleko,Campezo / Kanpezu,0.0
2020,,,Campezo / Kanpezu,10.000 biztanleko,Campezo / Kanpezu,0.0
2019,,,Campezo / Kanpezu,10.000 biztanleko,Campezo / Kanpezu,0.0
2023,,,Campezo / Kanpezu,10.000 biztanleko,Campezo / Kanpezu,19.4
2022,,,Campezo / Kanpezu,10.000 biztanleko,Campezo / Kanpezu,0.0
2022,,,Deba,10.000 biztanleko,Deba,0.0
2021,,,Deba,10.000 biztanleko,Deba,0.0
2020,,,Deba,10.000 biztanleko,Deba,0.0
2023,,,Deba,10.000 biztanleko,Deba,3.7
2019,,,Deba,10.000 biztanleko,Deba,3.7
2022,,,Derio,10.000 biztanleko,Derio,5.4
2021,,,Derio,10.000 biztanleko,Derio,2.8
2019,,,Derio,10.000 biztanleko,Derio,5.9
2020,,,Derio,10.000 biztanleko,Derio,2.9
2023,,,Derio,10.000 biztanleko,Derio,10.6
2019,,,Dima,10.000 biztanleko,Dima,0.0
2022,,,Dima,10.000 biztanleko,Dima,0.0
2023,,,Dima,10.000 biztanleko,Dima,13.8
2020,,,Dima,10.000 biztanleko,Dima,0.0
2021,,,Dima,10.000 biztanleko,Dima,0.0
2020,,,Donostia / San Sebastián,10.000 biztanleko,Donostia / San Sebastián,3.4
2022,,,Donostia / San Sebastián,10.000 biztanleko,Donostia / San Sebastián,6.3
2023,,,Donostia / San Sebastián,10.000 biztanleko,Donostia / San Sebastián,8.9
2019,,,Donostia / San Sebastián,10.000 biztanleko,Donostia / San Sebastián,4.9
2021,,,Donostia / San Sebastián,10.000 biztanleko,Donostia / San Sebastián,5.7
2022,,,Durango,10.000 biztanleko,Durango,5.9
2021,,,Durango,10.000 biztanleko,Durango,4.5
2023,,,Durango,10.000 biztanleko,Durango,6.5
2019,,,Durango,10.000 biztanleko,Durango,3.3
2020,,,Durango,10.000 biztanleko,Durango,3.2
2021,,,Ea,10.000 biztanleko,Ea,0.0
2020,,,Ea,10.000 biztanleko,Ea,0.0
2022,,,Ea,10.000 biztanleko,Ea,0.0
2019,,,Ea,10.000 biztanleko,Ea,0.0
2023,,,Ea,10.000 biztanleko,Ea,0.0
2020,,,Eibar,10.000 biztanleko,Eibar,2.8
2022,,,Eibar,10.000 biztanleko,Eibar,6.5
2021,,,Eibar,10.000 biztanleko,Eibar,6.4
2019,,,Eibar,10.000 biztanleko,Eibar,2.8
2023,,,Eibar,10.000 biztanleko,Eibar,9.4
2020,,,Elantxobe,10.000 biztanleko,Elantxobe,0.0
2022,,,Elantxobe,10.000 biztanleko,Elantxobe,0.0
2019,,,Elantxobe,10.000 biztanleko,Elantxobe,0.0
2021,,,Elantxobe,10.000 biztanleko,Elantxobe,0.0
2023,,,Elantxobe,10.000 biztanleko,Elantxobe,0.0
2023,,,Elburgo / Burgelu,10.000 biztanleko,Elburgo / Burgelu,0.0
2020,,,Elburgo / Burgelu,10.000 biztanleko,Elburgo / Burgelu,0.0
2022,,,Elburgo / Burgelu,10.000 biztanleko,Elburgo / Burgelu,0.0
2019,,,Elburgo / Burgelu,10.000 biztanleko,Elburgo / Burgelu,0.0
2021,,,Elburgo / Burgelu,10.000 biztanleko,Elburgo / Burgelu,0.0
2023,,,Elciego,10.000 biztanleko,Elciego,0.0
2022,,,Elciego,10.000 biztanleko,Elciego,0.0
2021,,,Elciego,10.000 biztanleko,Elciego,0.0
