Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abadiño,%,Abadiño,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abadiño,%,Abadiño,100.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abadiño,%,Abadiño,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abaltzisketa,%,Abaltzisketa,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aduna,%,Aduna,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aia,%,Aia,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Aizarnazabal,%,Aizarnazabal,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Ajangiz,%,Ajangiz,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Albiztur,%,Albiztur,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegia,%,Alegia,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,%,Alkiza,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,%,Alonsotegi,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,%,Altzaga,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,%,Altzo,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,%,Amezketa,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
