Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,,,Aia,Por 10.000,Aia,32.0
2023,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2022,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2020,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2019,,,Aizarnazabal,Por 10.000,Aizarnazabal,0.0
2021,,,Aizarnazabal,Por 10.000,Aizarnazabal,26.5
2022,,,Ajangiz,Por 10.000,Ajangiz,0.0
2019,,,Ajangiz,Por 10.000,Ajangiz,0.0
2020,,,Ajangiz,Por 10.000,Ajangiz,0.0
2021,,,Ajangiz,Por 10.000,Ajangiz,0.0
2023,,,Ajangiz,Por 10.000,Ajangiz,0.0
2022,,,Albiztur,Por 10.000,Albiztur,0.0
2021,,,Albiztur,Por 10.000,Albiztur,0.0
2019,,,Albiztur,Por 10.000,Albiztur,0.0
2023,,,Albiztur,Por 10.000,Albiztur,67.1
2020,,,Albiztur,Por 10.000,Albiztur,0.0
2023,,,Alegia,Por 10.000,Alegia,34.9
2019,,,Alegia,Por 10.000,Alegia,47.2
2022,,,Alegia,Por 10.000,Alegia,23.0
2020,,,Alegia,Por 10.000,Alegia,23.7
2021,,,Alegia,Por 10.000,Alegia,23.4
2022,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,52.7
2019,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,26.9
2023,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,25.8
2021,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,33.1
2020,,,Alegría-Dulantzi,Por 10.000,Alegría-Dulantzi,40.0
2023,,,Alkiza,Por 10.000,Alkiza,0.0
2022,,,Alkiza,Por 10.000,Alkiza,0.0
2019,,,Alkiza,Por 10.000,Alkiza,0.0
2021,,,Alkiza,Por 10.000,Alkiza,0.0
2020,,,Alkiza,Por 10.000,Alkiza,0.0
2021,,,Alonsotegi,Por 10.000,Alonsotegi,60.6
2020,,,Alonsotegi,Por 10.000,Alonsotegi,20.1
2023,,,Alonsotegi,Por 10.000,Alonsotegi,19.8
2022,,,Alonsotegi,Por 10.000,Alonsotegi,26.8
2019,,,Alonsotegi,Por 10.000,Alonsotegi,53.7
2019,,,Altzaga,Por 10.000,Altzaga,0.0
2021,,,Altzaga,Por 10.000,Altzaga,0.0
2020,,,Altzaga,Por 10.000,Altzaga,0.0
2022,,,Altzaga,Por 10.000,Altzaga,0.0
2023,,,Altzaga,Por 10.000,Altzaga,0.0
2023,,,Altzo,Por 10.000,Altzo,0.0
2020,,,Altzo,Por 10.000,Altzo,0.0
2022,,,Altzo,Por 10.000,Altzo,0.0
2021,,,Altzo,Por 10.000,Altzo,0.0
2019,,,Altzo,Por 10.000,Altzo,0.0
2019,,,Amezketa,Por 10.000,Amezketa,0.0
2021,,,Amezketa,Por 10.000,Amezketa,22.9
2022,,,Amezketa,Por 10.000,Amezketa,0.0
2020,,,Amezketa,Por 10.000,Amezketa,23.1
2023,,,Amezketa,Por 10.000,Amezketa,0.0
2020,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,26.2
2023,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,33.7
2022,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,41.2
2021,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,26.0
2019,,,Amorebieta-Etxano,Por 10.000,Amorebieta-Etxano,26.4
2023,,,Amoroto,Por 10.000,Amoroto,0.0
2022,,,Amoroto,Por 10.000,Amoroto,0.0
2020,,,Amoroto,Por 10.000,Amoroto,0.0
2019,,,Amoroto,Por 10.000,Amoroto,48.2
2021,,,Amoroto,Por 10.000,Amoroto,0.0
2020,,,Amurrio,Por 10.000,Amurrio,30.4
2021,,,Amurrio,Por 10.000,Amurrio,17.1
2022,,,Amurrio,Por 10.000,Amurrio,32.3
2019,,,Amurrio,Por 10.000,Amurrio,26.7
2023,,,Amurrio,Por 10.000,Amurrio,36.1
2020,,,Andoain,Por 10.000,Andoain,32.0
2023,,,Andoain,Por 10.000,Andoain,39.2
2022,,,Andoain,Por 10.000,Andoain,44.1
2019,,,Andoain,Por 10.000,Andoain,30.7
2021,,,Andoain,Por 10.000,Andoain,25.4
2019,,,Anoeta,Por 10.000,Anoeta,10.5
2022,,,Anoeta,Por 10.000,Anoeta,20.0
2020,,,Anoeta,Por 10.000,Anoeta,31.1
2021,,,Anoeta,Por 10.000,Anoeta,30.7
2023,,,Anoeta,Por 10.000,Anoeta,9.7
2021,,,Antzuola,Por 10.000,Antzuola,18.2
2020,,,Antzuola,Por 10.000,Antzuola,18.0
2019,,,Antzuola,Por 10.000,Antzuola,36.1
2023,,,Antzuola,Por 10.000,Antzuola,18.6
2022,,,Antzuola,Por 10.000,Antzuola,9.2
2021,,,Añana,Por 10.000,Añana,0.0
2019,,,Añana,Por 10.000,Añana,0.0
2023,,,Añana,Por 10.000,Añana,0.0
2020,,,Añana,Por 10.000,Añana,0.0
2022,,,Añana,Por 10.000,Añana,0.0
2022,,,Arakaldo,Por 10.000,Arakaldo,0.0
2020,,,Arakaldo,Por 10.000,Arakaldo,0.0
2019,,,Arakaldo,Por 10.000,Arakaldo,0.0
2023,,,Arakaldo,Por 10.000,Arakaldo,0.0
2021,,,Arakaldo,Por 10.000,Arakaldo,0.0
2023,,,Arama,Por 10.000,Arama,0.0
2021,,,Arama,Por 10.000,Arama,0.0
2020,,,Arama,Por 10.000,Arama,0.0
2022,,,Arama,Por 10.000,Arama,0.0
2019,,,Arama,Por 10.000,Arama,0.0
2020,,,Aramaio,Por 10.000,Aramaio,0.0
2022,,,Aramaio,Por 10.000,Aramaio,0.0
2019,,,Aramaio,Por 10.000,Aramaio,0.0
2021,,,Aramaio,Por 10.000,Aramaio,13.9
2023,,,Aramaio,Por 10.000,Aramaio,14.3
2023,,,Arantzazu,Por 10.000,Arantzazu,151.5
2021,,,Arantzazu,Por 10.000,Arantzazu,53.9
2022,,,Arantzazu,Por 10.000,Arantzazu,0.0
2020,,,Arantzazu,Por 10.000,Arantzazu,0.0
2019,,,Arantzazu,Por 10.000,Arantzazu,167.1
2023,,,Areatza,Por 10.000,Areatza,62.5
2019,,,Areatza,Por 10.000,Areatza,64.2
2021,,,Areatza,Por 10.000,Areatza,32.0
2022,,,Areatza,Por 10.000,Areatza,31.1
2020,,,Areatza,Por 10.000,Areatza,64.1
2021,,,Aretxabaleta,Por 10.000,Aretxabaleta,17.1
2019,,,Aretxabaleta,Por 10.000,Aretxabaleta,5.8
2022,,,Aretxabaleta,Por 10.000,Aretxabaleta,25.5
2020,,,Aretxabaleta,Por 10.000,Aretxabaleta,14.4
2023,,,Aretxabaleta,Por 10.000,Aretxabaleta,16.9
2019,,,Armiñón,Por 10.000,Armiñón,0.0
2021,,,Armiñón,Por 10.000,Armiñón,0.0
2023,,,Armiñón,Por 10.000,Armiñón,94.3
2020,,,Armiñón,Por 10.000,Armiñón,0.0
2022,,,Armiñón,Por 10.000,Armiñón,0.0
2022,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,0.0
2021,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,62.1
2019,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,31.5
2020,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,31.1
2023,,,Arraia-Maeztu,Por 10.000,Arraia-Maeztu,27.4
2019,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,19.7
2020,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,0.0
2022,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,38.8
2023,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,39.1
2021,,,Arrankudiaga-Zollo,Por 10.000,Arrankudiaga-Zollo,39.2
2022,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,43.9
2019,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,32.1
2021,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,26.7
2020,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,19.6
2023,,,Arrasate/Mondragón,Por 10.000,Arrasate/Mondragón,50.8
2019,,,Arratzu,Por 10.000,Arratzu,0.0
2022,,,Arratzu,Por 10.000,Arratzu,0.0
2020,,,Arratzu,Por 10.000,Arratzu,0.0
2021,,,Arratzu,Por 10.000,Arratzu,0.0
2023,,,Arratzu,Por 10.000,Arratzu,0.0
2022,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,62.9
2020,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,42.6
2019,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,21.4
2021,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,0.0
2023,,,Arratzua-Ubarrundia,Por 10.000,Arratzua-Ubarrundia,19.9
2022,,,Arrieta,Por 10.000,Arrieta,0.0
2019,,,Arrieta,Por 10.000,Arrieta,0.0
2021,,,Arrieta,Por 10.000,Arrieta,0.0
2023,,,Arrieta,Por 10.000,Arrieta,0.0
2020,,,Arrieta,Por 10.000,Arrieta,36.6
2019,,,Arrigorriaga,Por 10.000,Arrigorriaga,21.1
2023,,,Arrigorriaga,Por 10.000,Arrigorriaga,49.7
2022,,,Arrigorriaga,Por 10.000,Arrigorriaga,35.8
2020,,,Arrigorriaga,Por 10.000,Arrigorriaga,40.7
2021,,,Arrigorriaga,Por 10.000,Arrigorriaga,35.8
2020,,,Artea,Por 10.000,Artea,28.3
2021,,,Artea,Por 10.000,Artea,0.0
2022,,,Artea,Por 10.000,Artea,111.6
2023,,,Artea,Por 10.000,Artea,79.7
2019,,,Artea,Por 10.000,Artea,0.0
2019,,,Artzentales,Por 10.000,Artzentales,29.8
2021,,,Artzentales,Por 10.000,Artzentales,30.5
2020,,,Artzentales,Por 10.000,Artzentales,0.0
2022,,,Artzentales,Por 10.000,Artzentales,30.1
2023,,,Artzentales,Por 10.000,Artzentales,59.4
2020,,,Artziniega,Por 10.000,Artziniega,20.7
2023,,,Artziniega,Por 10.000,Artziniega,178.3
2022,,,Artziniega,Por 10.000,Artziniega,41.8
2021,,,Artziniega,Por 10.000,Artziniega,10.4
2019,,,Artziniega,Por 10.000,Artziniega,41.6
2023,,,Asparrena,Por 10.000,Asparrena,60.5
2021,,,Asparrena,Por 10.000,Asparrena,50.0
2020,,,Asparrena,Por 10.000,Asparrena,74.1
2019,,,Asparrena,Por 10.000,Asparrena,24.5
2022,,,Asparrena,Por 10.000,Asparrena,36.9
2021,,,Asteasu,Por 10.000,Asteasu,13.1
2019,,,Asteasu,Por 10.000,Asteasu,54.5
2022,,,Asteasu,Por 10.000,Asteasu,26.5
2020,,,Asteasu,Por 10.000,Asteasu,13.4
2023,,,Asteasu,Por 10.000,Asteasu,0.0
2021,,,Astigarraga,Por 10.000,Astigarraga,28.1
2020,,,Astigarraga,Por 10.000,Astigarraga,43.2
2023,,,Astigarraga,Por 10.000,Astigarraga,46.8
2022,,,Astigarraga,Por 10.000,Astigarraga,32.4
2019,,,Astigarraga,Por 10.000,Astigarraga,41.1
2021,,,Ataun,Por 10.000,Ataun,11.9
2020,,,Ataun,Por 10.000,Ataun,47.9
2023,,,Ataun,Por 10.000,Ataun,0.0
2019,,,Ataun,Por 10.000,Ataun,24.2
2022,,,Ataun,Por 10.000,Ataun,12.0
2022,,,Atxondo,Por 10.000,Atxondo,29.0
2020,,,Atxondo,Por 10.000,Atxondo,0.0
2019,,,Atxondo,Por 10.000,Atxondo,14.0
2023,,,Atxondo,Por 10.000,Atxondo,29.0
2021,,,Atxondo,Por 10.000,Atxondo,14.2
2020,,,Aulesti,Por 10.000,Aulesti,0.0
2022,,,Aulesti,Por 10.000,Aulesti,0.0
2023,,,Aulesti,Por 10.000,Aulesti,0.0
2019,,,Aulesti,Por 10.000,Aulesti,0.0
2021,,,Aulesti,Por 10.000,Aulesti,0.0
2022,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,20.7
2021,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,20.6
2020,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,0.0
2023,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,20.9
2019,,,Ayala/Aiara,Por 10.000,Ayala/Aiara,20.8
2023,,,Azkoitia,Por 10.000,Azkoitia,15.3
2022,,,Azkoitia,Por 10.000,Azkoitia,27.1
2021,,,Azkoitia,Por 10.000,Azkoitia,11.8
2020,,,Azkoitia,Por 10.000,Azkoitia,27.1
2019,,,Azkoitia,Por 10.000,Azkoitia,6.8
2021,,,Azpeitia,Por 10.000,Azpeitia,17.3
2019,,,Azpeitia,Por 10.000,Azpeitia,10.9
2022,,,Azpeitia,Por 10.000,Azpeitia,9.3
2023,,,Azpeitia,Por 10.000,Azpeitia,17.2
2020,,,Azpeitia,Por 10.000,Azpeitia,18.9
2020,,,Bakio,Por 10.000,Bakio,61.2
2022,,,Bakio,Por 10.000,Bakio,59.4
2021,,,Bakio,Por 10.000,Bakio,61.0
2023,,,Bakio,Por 10.000,Bakio,49.3
2019,,,Bakio,Por 10.000,Bakio,38.7
2019,,,Baliarrain,Por 10.000,Baliarrain,0.0
2023,,,Baliarrain,Por 10.000,Baliarrain,0.0
2020,,,Baliarrain,Por 10.000,Baliarrain,0.0
2022,,,Baliarrain,Por 10.000,Baliarrain,0.0
2021,,,Baliarrain,Por 10.000,Baliarrain,0.0
2020,,,Balmaseda,Por 10.000,Balmaseda,41.0
2021,,,Balmaseda,Por 10.000,Balmaseda,35.6
2023,,,Balmaseda,Por 10.000,Balmaseda,47.7
2019,,,Balmaseda,Por 10.000,Balmaseda,33.5
2022,,,Balmaseda,Por 10.000,Balmaseda,40.3
2023,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2022,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2021,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,72.7
2019,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,0.0
2020,,,Baños de Ebro/Mañueta,Por 10.000,Baños de Ebro/Mañueta,145.5
2019,,,Barakaldo,Por 10.000,Barakaldo,42.1
2023,,,Barakaldo,Por 10.000,Barakaldo,60.5
2021,,,Barakaldo,Por 10.000,Barakaldo,46.0
2020,,,Barakaldo,Por 10.000,Barakaldo,40.3
2022,,,Barakaldo,Por 10.000,Barakaldo,47.4
2022,,,Barrika,Por 10.000,Barrika,40.1
2021,,,Barrika,Por 10.000,Barrika,68.3
2019,,,Barrika,Por 10.000,Barrika,0.0
2020,,,Barrika,Por 10.000,Barrika,13.5
2023,,,Barrika,Por 10.000,Barrika,26.0
2021,,,Barrundia,Por 10.000,Barrundia,23.9
2023,,,Barrundia,Por 10.000,Barrundia,0.0
2022,,,Barrundia,Por 10.000,Barrundia,48.3
2019,,,Barrundia,Por 10.000,Barrundia,24.1
2020,,,Barrundia,Por 10.000,Barrundia,48.3
2019,,,Basauri,Por 10.000,Basauri,41.7
2021,,,Basauri,Por 10.000,Basauri,28.4
2023,,,Basauri,Por 10.000,Basauri,40.7
2022,,,Basauri,Por 10.000,Basauri,31.2
2020,,,Basauri,Por 10.000,Basauri,34.1
2022,,,Beasain,Por 10.000,Beasain,46.5
2020,,,Beasain,Por 10.000,Beasain,21.8
2021,,,Beasain,Por 10.000,Beasain,34.9
2019,,,Beasain,Por 10.000,Beasain,20.3
2023,,,Beasain,Por 10.000,Beasain,40.9
2019,,,Bedia,Por 10.000,Bedia,18.3
2021,,,Bedia,Por 10.000,Bedia,35.4
2020,,,Bedia,Por 10.000,Bedia,0.0
2023,,,Bedia,Por 10.000,Bedia,86.5
2022,,,Bedia,Por 10.000,Bedia,0.0
2023,,,Beizama,Por 10.000,Beizama,0.0
2021,,,Beizama,Por 10.000,Beizama,0.0
2019,,,Beizama,Por 10.000,Beizama,0.0
2020,,,Beizama,Por 10.000,Beizama,0.0
2022,,,Beizama,Por 10.000,Beizama,0.0
2023,,,Belauntza,Por 10.000,Belauntza,71.9
2022,,,Belauntza,Por 10.000,Belauntza,0.0
2019,,,Belauntza,Por 10.000,Belauntza,0.0
2021,,,Belauntza,Por 10.000,Belauntza,0.0
2020,,,Belauntza,Por 10.000,Belauntza,0.0
2021,,,Berango,Por 10.000,Berango,18.8
2020,,,Berango,Por 10.000,Berango,21.6
2022,,,Berango,Por 10.000,Berango,29.1
2023,,,Berango,Por 10.000,Berango,15.4
2019,,,Berango,Por 10.000,Berango,21.8
2023,,,Berantevilla,Por 10.000,Berantevilla,0.0
2020,,,Berantevilla,Por 10.000,Berantevilla,133.6
2021,,,Berantevilla,Por 10.000,Berantevilla,43.2
2019,,,Berantevilla,Por 10.000,Berantevilla,45.1
2022,,,Berantevilla,Por 10.000,Berantevilla,0.0
2019,,,Berastegi,Por 10.000,Berastegi,0.0
2021,,,Berastegi,Por 10.000,Berastegi,0.0
2022,,,Berastegi,Por 10.000,Berastegi,19.2
2020,,,Berastegi,Por 10.000,Berastegi,0.0
2023,,,Berastegi,Por 10.000,Berastegi,0.0
2023,,,Bergara,Por 10.000,Bergara,32.5
2020,,,Bergara,Por 10.000,Bergara,16.0
2019,,,Bergara,Por 10.000,Bergara,23.9
2021,,,Bergara,Por 10.000,Bergara,43.8
2022,,,Bergara,Por 10.000,Bergara,44.1
2020,,,Bermeo,Por 10.000,Bermeo,60.8
2019,,,Bermeo,Por 10.000,Bermeo,43.5
2022,,,Bermeo,Por 10.000,Bermeo,33.8
2023,,,Bermeo,Por 10.000,Bermeo,55.1
2021,,,Bermeo,Por 10.000,Bermeo,43.1
2023,,,Bernedo,Por 10.000,Bernedo,43.2
2019,,,Bernedo,Por 10.000,Bernedo,0.0
2021,,,Bernedo,Por 10.000,Bernedo,0.0
2022,,,Bernedo,Por 10.000,Bernedo,0.0
2020,,,Bernedo,Por 10.000,Bernedo,0.0
2020,,,Berriatua,Por 10.000,Berriatua,17.6
2022,,,Berriatua,Por 10.000,Berriatua,17.4
2021,,,Berriatua,Por 10.000,Berriatua,35.1
2019,,,Berriatua,Por 10.000,Berriatua,0.0
2023,,,Berriatua,Por 10.000,Berriatua,0.0
2019,,,Berriz,Por 10.000,Berriz,21.1
2023,,,Berriz,Por 10.000,Berriz,30.8
2020,,,Berriz,Por 10.000,Berriz,33.9
2022,,,Berriz,Por 10.000,Berriz,30.5
2021,,,Berriz,Por 10.000,Berriz,8.6
2022,,,Berrobi,Por 10.000,Berrobi,0.0
2019,,,Berrobi,Por 10.000,Berrobi,33.4
2020,,,Berrobi,Por 10.000,Berrobi,33.3
2023,,,Berrobi,Por 10.000,Berrobi,34.8
2021,,,Berrobi,Por 10.000,Berrobi,33.6
2020,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,38.0
2021,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2022,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2023,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,Por 10.000,Bidania-Goiatz,0.0
2021,,,Bilbao,Por 10.000,Bilbao,30.8
2023,,,Bilbao,Por 10.000,Bilbao,41.9
2022,,,Bilbao,Por 10.000,Bilbao,36.4
2019,,,Bilbao,Por 10.000,Bilbao,39.2
2020,,,Bilbao,Por 10.000,Bilbao,35.7
2019,,,Busturia,Por 10.000,Busturia,48.5
2020,,,Busturia,Por 10.000,Busturia,61.1
2022,,,Busturia,Por 10.000,Busturia,12.1
2023,,,Busturia,Por 10.000,Busturia,23.5
2021,,,Busturia,Por 10.000,Busturia,36.7
2023,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,37.7
2020,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2022,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2021,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,,,Campezo/Kanpezu,Por 10.000,Campezo/Kanpezu,0.0
2019,,,Deba,Por 10.000,Deba,7.4
2022,,,Deba,Por 10.000,Deba,21.9
2023,,,Deba,Por 10.000,Deba,33.0
2021,,,Deba,Por 10.000,Deba,25.8
2020,,,Deba,Por 10.000,Deba,11.1
2022,,,Derio,Por 10.000,Derio,42.9
2021,,,Derio,Por 10.000,Derio,29.7
2019,,,Derio,Por 10.000,Derio,27.5
2023,,,Derio,Por 10.000,Derio,68.3
2020,,,Derio,Por 10.000,Derio,24.1
2021,,,Dima,Por 10.000,Dima,28.2
2023,,,Dima,Por 10.000,Dima,41.8
2020,,,Dima,Por 10.000,Dima,70.7
2022,,,Dima,Por 10.000,Dima,0.0
2019,,,Dima,Por 10.000,Dima,14.1
2021,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,30.9
2019,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,38.2
2023,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,40.6
2022,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,40.6
2020,,,Donostia / San Sebastián,Por 10.000,Donostia / San Sebastián,33.2
2019,,,Durango,Por 10.000,Durango,31.8
2022,,,Durango,Por 10.000,Durango,38.9
2020,,,Durango,Por 10.000,Durango,27.7
2021,,,Durango,Por 10.000,Durango,28.1
2023,,,Durango,Por 10.000,Durango,35.9
2021,,,Ea,Por 10.000,Ea,25.2
2023,,,Ea,Por 10.000,Ea,0.0
2020,,,Ea,Por 10.000,Ea,49.1
2019,,,Ea,Por 10.000,Ea,24.2
2022,,,Ea,Por 10.000,Ea,0.0
2020,,,Eibar,Por 10.000,Eibar,41.4
2019,,,Eibar,Por 10.000,Eibar,28.5
2022,,,Eibar,Por 10.000,Eibar,63.9
2023,,,Eibar,Por 10.000,Eibar,50.3
2021,,,Eibar,Por 10.000,Eibar,43.3
2021,,,Elantxobe,Por 10.000,Elantxobe,0.0
2019,,,Elantxobe,Por 10.000,Elantxobe,54.5
2023,,,Elantxobe,Por 10.000,Elantxobe,0.0
2022,,,Elantxobe,Por 10.000,Elantxobe,0.0
2020,,,Elantxobe,Por 10.000,Elantxobe,0.0
2021,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2020,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2022,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,65.7
2023,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2019,,,Elburgo/Burgelu,Por 10.000,Elburgo/Burgelu,0.0
2023,,,Elciego,Por 10.000,Elciego,19.9
2019,,,Elciego,Por 10.000,Elciego,18.5
2022,,,Elciego,Por 10.000,Elciego,19.2
2020,,,Elciego,Por 10.000,Elciego,0.0
2021,,,Elciego,Por 10.000,Elciego,18.9
2021,,,Elduain,Por 10.000,Elduain,82.0
2023,,,Elduain,Por 10.000,Elduain,0.0
2022,,,Elduain,Por 10.000,Elduain,83.7
2019,,,Elduain,Por 10.000,Elduain,0.0
2020,,,Elduain,Por 10.000,Elduain,166.0
2022,,,Elgeta,Por 10.000,Elgeta,0.0
2021,,,Elgeta,Por 10.000,Elgeta,0.0
2019,,,Elgeta,Por 10.000,Elgeta,55.0
2023,,,Elgeta,Por 10.000,Elgeta,18.4
2020,,,Elgeta,Por 10.000,Elgeta,0.0
2019,,,Elgoibar,Por 10.000,Elgoibar,27.6
2022,,,Elgoibar,Por 10.000,Elgoibar,39.6
2020,,,Elgoibar,Por 10.000,Elgoibar,34.3
2021,,,Elgoibar,Por 10.000,Elgoibar,39.4
2023,,,Elgoibar,Por 10.000,Elgoibar,32.8
2021,,,Elorrio,Por 10.000,Elorrio,10.6
2020,,,Elorrio,Por 10.000,Elorrio,13.3
2022,,,Elorrio,Por 10.000,Elorrio,15.8
2023,,,Elorrio,Por 10.000,Elorrio,37.1
2019,,,Elorrio,Por 10.000,Elorrio,18.8
2021,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2019,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,52.9
2020,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,53.6
2023,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,0.0
2022,,,Elvillar/Bilar,Por 10.000,Elvillar/Bilar,55.9
2020,,,Erandio,Por 10.000,Erandio,40.0
2019,,,Erandio,Por 10.000,Erandio,76.6
2023,,,Erandio,Por 10.000,Erandio,60.3
2022,,,Erandio,Por 10.000,Erandio,66.2
2021,,,Erandio,Por 10.000,Erandio,54.8
2021,,,Ereño,Por 10.000,Ereño,0.0
2023,,,Ereño,Por 10.000,Ereño,0.0
2022,,,Ereño,Por 10.000,Ereño,82.3
2019,,,Ereño,Por 10.000,Ereño,0.0
2020,,,Ereño,Por 10.000,Ereño,0.0
2019,,,Ermua,Por 10.000,Ermua,14.9
2020,,,Ermua,Por 10.000,Ermua,18.6
2022,,,Ermua,Por 10.000,Ermua,41.2
2021,,,Ermua,Por 10.000,Ermua,31.0
2023,,,Ermua,Por 10.000,Ermua,36.9
2023,,,Errenteria,Por 10.000,Errenteria,47.7
2019,,,Errenteria,Por 10.000,Errenteria,56.1
2021,,,Errenteria,Por 10.000,Errenteria,58.8
