Year,Value,Units,Series
2014,13.4,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2016,14.0,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2015,13.8,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2017,13.8,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2019,11.8,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2012,11.0,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2011,8.3,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2018,13.1,%,"Administrazio publiko autonomikoen zor gordina, gehiegizko defizitaren protokoloaren arabera, BPGrekiko proportzioan"
2018,0.7,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2017,1.5,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2020,-1.0,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2012,-1.4,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2021,0.8,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2010,-2.7,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2011,-2.6,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2013,-1.2,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2019,0.5,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2014,-1.0,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2015,-0.6,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
2016,-0.6,%,"Administrazio publiko autonomikoen zerga-saldoa, BPGrekiko proportzioan"
