Year,Series,Sexua,Lurralde historikoa,Units,Value
2016,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,5942.3
2019,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,6686.1
2015,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,5861.2
2017,Lesio okupazional ez-hilgarriak,,Gipuzkoa,100.000 langileko,6165.6
2016,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3918.2
2024,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4212.9
2015,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3845.6
2019,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4084.5
2017,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4012.8
2020,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3465.3
2023,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3978.4
2014,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3626.9
2018,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4007.9
2021,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4361.3
2013,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,3673.5
2022,Lesio okupazional ez-hilgarriak,Emakumea,,100.000 langileko,4289.3
2024,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5878.4
2021,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5917.8
2020,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4131.4
2023,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4375.4
2022,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5025.1
2017,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4724.7
2015,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5205.3
2019,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5003.0
2014,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4709.6
2018,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4531.4
2016,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,5000.0
2013,Lesio okupazional ez-hilgarriak,Emakumea,Araba / Álava,100.000 langileko,4591.6
2019,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4146.2
2015,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3840.3
2021,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4246.0
2014,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3579.0
2017,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4204.2
2020,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3469.1
2022,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4328.5
2024,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4017.7
2023,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3996.3
2018,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,4183.5
2016,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3907.5
2013,Lesio okupazional ez-hilgarriak,Emakumea,Bizkaia,100.000 langileko,3736.0
2013,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3188.0
2014,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3227.0
2017,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3395.2
2018,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3490.7
2019,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3579.6
2021,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3845.4
2022,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3900.8
2024,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3781.6
2020,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3168.2
2016,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3454.7
2015,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3261.3
2023,Lesio okupazional ez-hilgarriak,Emakumea,Gipuzkoa,100.000 langileko,3776.6
2015,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,8601.7
2020,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,8606.3
2014,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,8125.1
2019,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,10333.0
2021,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9472.5
2017,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9442.0
2018,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9401.4
2022,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9806.7
2024,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,10149.5
2016,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9007.6
2013,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,7924.2
2023,Lesio okupazional ez-hilgarriak,Gizona,,100.000 langileko,9758.5
2015,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,10155.4
2014,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,9964.5
2019,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,12530.8
2022,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,11421.9
2020,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,9547.7
2013,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,9472.5
2024,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,13494.4
2016,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,10880.6
2023,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,9205.6
2018,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,11434.0
2017,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,11100.5
2021,Lesio okupazional ez-hilgarriak,Gizona,Araba / Álava,100.000 langileko,10857.7
2013,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,7673.6
2014,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,7871.4
2015,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,8426.4
2016,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9062.4
2017,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9471.9
2018,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9301.5
2019,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,10243.5
2020,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,8531.5
2021,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9291.6
2022,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9836.4
2023,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,10203.9
2024,Lesio okupazional ez-hilgarriak,Gizona,Bizkaia,100.000 langileko,9722.1
2022,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,9041.0
2017,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8633.8
2013,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7594.0
2015,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8142.6
2016,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8075.8
2019,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,9448.5
2020,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8270.8
2023,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,9332.9
2024,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,9250.7
2014,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,7649.1
2018,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,8624.9
2021,Lesio okupazional ez-hilgarriak,Gizona,Gipuzkoa,100.000 langileko,9100.4
