Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abadiño,%,Abadiño,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abadiño,%,Abadiño,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abadiño,%,Abadiño,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abadiño,%,Abadiño,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abaltzisketa,%,Abaltzisketa,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aduna,%,Aduna,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aia,%,Aia,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Aizarnazabal,%,Aizarnazabal,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Ajangiz,%,Ajangiz,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Albiztur,%,Albiztur,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegia,%,Alegia,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alkiza,%,Alkiza,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzaga,%,Altzaga,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Altzo,%,Altzo,0.0
2015,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2022,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2018,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2012,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2023,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2017,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2019,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2024,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2016,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2020,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2011,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2010,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2013,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2014,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amezketa,%,Amezketa,0.0
2021,Larrialdietarako udal-plan bat duten udalerrien proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
