Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2023,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2010,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2015,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2020,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2019,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2022,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2023,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2018,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2021,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2013,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2016,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2010,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2016,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.8
2016,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2022,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2018,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2021,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2016,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2010,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2019,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2022,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2013,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2015,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2020,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2014,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2010,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Altzaga,%,Altzaga,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Altzo,%,Altzo,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Amezketa,%,Amezketa,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2022,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Amorebieta-Etxano,%,Amorebieta-Etxano,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Amoroto,%,Amoroto,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Amurrio,%,Amurrio,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,99.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,99.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,99.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Andoain,%,Andoain,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Anoeta,%,Anoeta,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2021,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2022,Edateko ura duten etxebizitzen proportzioa,,,Antzuola,%,Antzuola,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Añana,%,Añana,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Arakaldo,%,Arakaldo,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Arama,%,Arama,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Aramaio,%,Aramaio,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Arantzazu,%,Arantzazu,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Arantzazu,%,Arantzazu,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Arantzazu,%,Arantzazu,99.4
2013,Edateko ura duten etxebizitzen proportzioa,,,Arantzazu,%,Arantzazu,100.0
