Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,,,ES20906,PT,ES20906,3.8
2021,,,ES20906,PT,ES20906,5.4
2020,,,ES20906,PT,ES20906,5.4
2016,,,ES20906,PT,ES20906,2.4
2023,,,ES20906,PT,ES20906,14.0
2013,,,ES20906,PT,ES20906,1.9
2019,,,ES20906,PT,ES20906,3.3
2011,,,ES20906,PT,ES20906,0.0
2012,,,ES20906,PT,ES20906,0.0
2015,,,ES20906,PT,ES20906,2.8
2018,,,ES20906,PT,ES20906,3.0
2014,,,ES20906,PT,ES20906,2.7
2011,,,ES20007,PT,ES20007,8.6
2017,,,ES20007,PT,ES20007,8.5
2012,,,ES20007,PT,ES20007,9.0
2023,,,ES20007,PT,ES20007,22.7
2020,,,ES20007,PT,ES20007,14.9
2022,,,ES20007,PT,ES20007,23.0
2013,,,ES20007,PT,ES20007,9.0
2015,,,ES20007,PT,ES20007,7.9
2018,,,ES20007,PT,ES20007,8.0
2014,,,ES20007,PT,ES20007,8.9
2019,,,ES20007,PT,ES20007,14.5
2016,,,ES20007,PT,ES20007,8.3
2010,,,ES20007,PT,ES20007,8.8
2021,,,ES20007,PT,ES20007,14.9
2018,,,ES20008,PT,ES20008,0.0
2010,,,ES20008,PT,ES20008,0.0
2011,,,ES20008,PT,ES20008,0.0
2013,,,ES20008,PT,ES20008,0.0
2014,,,ES20008,PT,ES20008,0.0
2022,,,ES20008,PT,ES20008,1.2
2019,,,ES20008,PT,ES20008,0.4
2016,,,ES20008,PT,ES20008,0.0
2021,,,ES20008,PT,ES20008,0.4
2017,,,ES20008,PT,ES20008,0.0
2023,,,ES20008,PT,ES20008,1.2
2012,,,ES20008,PT,ES20008,0.0
2015,,,ES20008,PT,ES20008,0.0
2020,,,ES20008,PT,ES20008,0.4
2020,,,ES48003,PT,ES48003,2.1
2023,,,ES48003,PT,ES48003,4.2
2015,,,ES48003,PT,ES48003,0.1
2018,,,ES48003,PT,ES48003,1.4
2011,,,ES48003,PT,ES48003,1.3
2014,,,ES48003,PT,ES48003,0.1
2016,,,ES48003,PT,ES48003,0.7
2012,,,ES48003,PT,ES48003,0.9
2010,,,ES48003,PT,ES48003,1.3
2021,,,ES48003,PT,ES48003,2.6
2017,,,ES48003,PT,ES48003,1.0
2013,,,ES48003,PT,ES48003,1.0
2019,,,ES48003,PT,ES48003,2.0
2022,,,ES48003,PT,ES48003,3.7
2020,,,ES48004,PT,ES48004,6.4
2010,,,ES48004,PT,ES48004,1.0
2014,,,ES48004,PT,ES48004,1.4
2015,,,ES48004,PT,ES48004,1.2
2011,,,ES48004,PT,ES48004,1.3
2019,,,ES48004,PT,ES48004,2.0
2012,,,ES48004,PT,ES48004,1.3
2017,,,ES48004,PT,ES48004,1.2
2016,,,ES48004,PT,ES48004,1.2
2018,,,ES48004,PT,ES48004,1.2
2023,,,ES48004,PT,ES48004,9.3
2013,,,ES48004,PT,ES48004,1.9
2021,,,ES48004,PT,ES48004,6.2
2022,,,ES48004,PT,ES48004,8.2
2014,,,ES01002,PT,ES01002,1.1
2015,,,ES01002,PT,ES01002,1.1
2019,,,ES01002,PT,ES01002,1.5
2011,,,ES01002,PT,ES01002,0.9
2016,,,ES01002,PT,ES01002,1.2
2020,,,ES01002,PT,ES01002,1.5
2022,,,ES01002,PT,ES01002,2.1
2021,,,ES01002,PT,ES01002,1.6
2010,,,ES01002,PT,ES01002,0.9
2013,,,ES01002,PT,ES01002,1.0
2018,,,ES01002,PT,ES01002,1.3
2023,,,ES01002,PT,ES01002,2.3
2017,,,ES01002,PT,ES01002,1.3
2012,,,ES01002,PT,ES01002,1.0
2012,,,ES20009,PT,ES20009,2.4
2014,,,ES20009,PT,ES20009,2.6
2018,,,ES20009,PT,ES20009,2.8
2016,,,ES20009,PT,ES20009,2.6
2023,,,ES20009,PT,ES20009,5.5
2015,,,ES20009,PT,ES20009,2.5
2013,,,ES20009,PT,ES20009,2.4
2021,,,ES20009,PT,ES20009,2.8
2022,,,ES20009,PT,ES20009,5.5
2019,,,ES20009,PT,ES20009,2.9
2017,,,ES20009,PT,ES20009,2.6
2011,,,ES20009,PT,ES20009,2.4
2010,,,ES20009,PT,ES20009,2.4
2020,,,ES20009,PT,ES20009,2.9
2021,,,ES20010,PT,ES20010,6.4
2014,,,ES20010,PT,ES20010,5.0
2016,,,ES20010,PT,ES20010,5.6
2019,,,ES20010,PT,ES20010,5.6
2011,,,ES20010,PT,ES20010,4.6
2020,,,ES20010,PT,ES20010,6.4
2015,,,ES20010,PT,ES20010,5.0
2012,,,ES20010,PT,ES20010,4.7
2010,,,ES20010,PT,ES20010,4.5
2022,,,ES20010,PT,ES20010,12.6
2018,,,ES20010,PT,ES20010,4.9
2017,,,ES20010,PT,ES20010,4.7
2013,,,ES20010,PT,ES20010,4.7
2023,,,ES20010,PT,ES20010,11.7
2017,,,ES20011,PT,ES20011,9.1
2013,,,ES20011,PT,ES20011,4.5
2018,,,ES20011,PT,ES20011,12.0
2020,,,ES20011,PT,ES20011,13.5
2016,,,ES20011,PT,ES20011,5.3
2015,,,ES20011,PT,ES20011,4.9
2022,,,ES20011,PT,ES20011,23.2
2021,,,ES20011,PT,ES20011,13.6
2023,,,ES20011,PT,ES20011,25.2
2010,,,ES20011,PT,ES20011,4.5
2019,,,ES20011,PT,ES20011,20.1
2014,,,ES20011,PT,ES20011,4.6
2011,,,ES20011,PT,ES20011,4.5
2012,,,ES20011,PT,ES20011,4.5
2022,,,ES01049,PT,ES01049,1.4
2017,,,ES01049,PT,ES01049,0.9
2014,,,ES01049,PT,ES01049,0.5
2010,,,ES01049,PT,ES01049,0.0
2015,,,ES01049,PT,ES01049,0.5
2013,,,ES01049,PT,ES01049,0.2
2019,,,ES01049,PT,ES01049,1.0
2023,,,ES01049,PT,ES01049,1.6
2012,,,ES01049,PT,ES01049,0.0
2018,,,ES01049,PT,ES01049,0.5
2020,,,ES01049,PT,ES01049,1.2
2016,,,ES01049,PT,ES01049,0.5
2021,,,ES01049,PT,ES01049,1.0
2011,,,ES01049,PT,ES01049,0.0
2017,,,ES48005,PT,ES48005,0.0
2021,,,ES48005,PT,ES48005,0.2
2015,,,ES48005,PT,ES48005,0.0
2010,,,ES48005,PT,ES48005,0.0
2022,,,ES48005,PT,ES48005,0.4
2020,,,ES48005,PT,ES48005,0.2
2023,,,ES48005,PT,ES48005,0.0
2012,,,ES48005,PT,ES48005,0.0
2013,,,ES48005,PT,ES48005,0.0
2016,,,ES48005,PT,ES48005,0.0
2014,,,ES48005,PT,ES48005,0.0
2011,,,ES48005,PT,ES48005,0.0
2019,,,ES48005,PT,ES48005,0.0
2018,,,ES48005,PT,ES48005,0.0
2019,,,ES20012,PT,ES20012,0.0
2021,,,ES20012,PT,ES20012,0.0
2013,,,ES20012,PT,ES20012,0.0
2011,,,ES20012,PT,ES20012,0.0
2020,,,ES20012,PT,ES20012,0.0
2016,,,ES20012,PT,ES20012,0.0
2018,,,ES20012,PT,ES20012,0.0
2010,,,ES20012,PT,ES20012,0.0
2015,,,ES20012,PT,ES20012,0.0
2014,,,ES20012,PT,ES20012,0.0
2022,,,ES20012,PT,ES20012,0.0
2023,,,ES20012,PT,ES20012,0.0
2017,,,ES20012,PT,ES20012,0.0
2012,,,ES20012,PT,ES20012,0.0
2018,,,ES01003,PT,ES01003,2.2
2015,,,ES01003,PT,ES01003,2.2
2023,,,ES01003,PT,ES01003,3.6
2016,,,ES01003,PT,ES01003,2.3
2012,,,ES01003,PT,ES01003,0.8
2010,,,ES01003,PT,ES01003,0.7
2022,,,ES01003,PT,ES01003,4.2
2011,,,ES01003,PT,ES01003,0.6
2020,,,ES01003,PT,ES01003,2.6
2013,,,ES01003,PT,ES01003,0.8
2019,,,ES01003,PT,ES01003,2.4
2021,,,ES01003,PT,ES01003,2.5
2014,,,ES01003,PT,ES01003,1.0
2017,,,ES01003,PT,ES01003,2.0
2012,,,ES48006,PT,ES48006,0.0
2017,,,ES48006,PT,ES48006,0.2
2013,,,ES48006,PT,ES48006,0.0
2021,,,ES48006,PT,ES48006,0.2
2018,,,ES48006,PT,ES48006,0.1
2020,,,ES48006,PT,ES48006,0.2
2016,,,ES48006,PT,ES48006,0.2
2015,,,ES48006,PT,ES48006,0.0
2011,,,ES48006,PT,ES48006,0.0
2014,,,ES48006,PT,ES48006,0.0
2010,,,ES48006,PT,ES48006,0.0
2019,,,ES48006,PT,ES48006,0.2
2023,,,ES48006,PT,ES48006,0.2
2022,,,ES48006,PT,ES48006,0.2
2017,,,ES48093,PT,ES48093,0.5
2022,,,ES48093,PT,ES48093,23.0
2010,,,ES48093,PT,ES48093,0.0
2021,,,ES48093,PT,ES48093,24.8
2020,,,ES48093,PT,ES48093,0.7
2015,,,ES48093,PT,ES48093,0.5
2014,,,ES48093,PT,ES48093,0.5
2019,,,ES48093,PT,ES48093,0.5
2011,,,ES48093,PT,ES48093,0.0
2016,,,ES48093,PT,ES48093,0.5
2012,,,ES48093,PT,ES48093,0.5
2023,,,ES48093,PT,ES48093,9.4
2018,,,ES48093,PT,ES48093,0.5
2013,,,ES48093,PT,ES48093,0.5
2014,,,ES20013,PT,ES20013,7.7
2019,,,ES20013,PT,ES20013,4.1
2010,,,ES20013,PT,ES20013,2.1
2012,,,ES20013,PT,ES20013,2.1
2021,,,ES20013,PT,ES20013,6.3
2022,,,ES20013,PT,ES20013,7.9
2011,,,ES20013,PT,ES20013,2.1
2017,,,ES20013,PT,ES20013,6.3
2015,,,ES20013,PT,ES20013,8.1
2018,,,ES20013,PT,ES20013,6.3
2016,,,ES20013,PT,ES20013,7.9
2013,,,ES20013,PT,ES20013,7.4
2023,,,ES20013,PT,ES20013,13.3
2020,,,ES20013,PT,ES20013,4.1
2018,,,ES01006,PT,ES01006,0.0
2013,,,ES01006,PT,ES01006,0.0
2023,,,ES01006,PT,ES01006,0.7
2021,,,ES01006,PT,ES01006,0.6
2010,,,ES01006,PT,ES01006,0.0
2015,,,ES01006,PT,ES01006,0.0
2017,,,ES01006,PT,ES01006,0.0
2011,,,ES01006,PT,ES01006,0.0
2016,,,ES01006,PT,ES01006,0.0
2022,,,ES01006,PT,ES01006,0.7
2019,,,ES01006,PT,ES01006,0.0
2012,,,ES01006,PT,ES01006,0.0
2020,,,ES01006,PT,ES01006,0.6
2014,,,ES01006,PT,ES01006,0.0
2021,,,ES01037,PT,ES01037,17.2
2019,,,ES01037,PT,ES01037,6.3
2020,,,ES01037,PT,ES01037,13.6
2022,,,ES01037,PT,ES01037,17.3
2010,,,ES01037,PT,ES01037,5.8
2014,,,ES01037,PT,ES01037,8.7
2015,,,ES01037,PT,ES01037,6.1
2018,,,ES01037,PT,ES01037,5.4
2017,,,ES01037,PT,ES01037,5.2
2013,,,ES01037,PT,ES01037,15.5
2023,,,ES01037,PT,ES01037,19.8
2012,,,ES01037,PT,ES01037,7.3
2011,,,ES01037,PT,ES01037,6.8
2016,,,ES01037,PT,ES01037,5.1
2017,,,ES48009,PT,ES48009,0.1
2012,,,ES48009,PT,ES48009,0.1
2021,,,ES48009,PT,ES48009,0.0
2010,,,ES48009,PT,ES48009,0.0
2013,,,ES48009,PT,ES48009,0.1
2014,,,ES48009,PT,ES48009,0.1
2023,,,ES48009,PT,ES48009,0.0
2022,,,ES48009,PT,ES48009,0.0
2018,,,ES48009,PT,ES48009,0.1
2011,,,ES48009,PT,ES48009,0.1
2015,,,ES48009,PT,ES48009,0.1
2020,,,ES48009,PT,ES48009,0.1
2016,,,ES48009,PT,ES48009,0.1
2019,,,ES48009,PT,ES48009,0.1
2019,,,ES20055,PT,ES20055,0.9
2018,,,ES20055,PT,ES20055,0.8
2022,,,ES20055,PT,ES20055,2.0
2023,,,ES20055,PT,ES20055,2.2
2021,,,ES20055,PT,ES20055,1.5
2010,,,ES20055,PT,ES20055,0.6
2011,,,ES20055,PT,ES20055,0.6
2014,,,ES20055,PT,ES20055,0.8
2015,,,ES20055,PT,ES20055,0.8
2013,,,ES20055,PT,ES20055,0.7
2016,,,ES20055,PT,ES20055,0.9
2017,,,ES20055,PT,ES20055,0.7
2012,,,ES20055,PT,ES20055,0.6
2020,,,ES20055,PT,ES20055,1.1
2013,,,ES48914,PT,ES48914,0.6
2010,,,ES48914,PT,ES48914,0.6
2021,,,ES48914,PT,ES48914,0.6
2018,,,ES48914,PT,ES48914,0.6
2022,,,ES48914,PT,ES48914,1.0
2012,,,ES48914,PT,ES48914,0.6
2023,,,ES48914,PT,ES48914,0.4
2014,,,ES48914,PT,ES48914,0.6
2011,,,ES48914,PT,ES48914,0.6
2019,,,ES48914,PT,ES48914,0.6
2016,,,ES48914,PT,ES48914,0.6
2017,,,ES48914,PT,ES48914,0.6
2015,,,ES48914,PT,ES48914,0.6
2020,,,ES48914,PT,ES48914,0.6
2018,,,ES01008,PT,ES01008,0.1
2014,,,ES01008,PT,ES01008,0.1
2010,,,ES01008,PT,ES01008,0.2
2011,,,ES01008,PT,ES01008,0.2
2023,,,ES01008,PT,ES01008,0.1
2016,,,ES01008,PT,ES01008,0.1
2017,,,ES01008,PT,ES01008,0.1
2015,,,ES01008,PT,ES01008,0.1
2021,,,ES01008,PT,ES01008,0.1
2013,,,ES01008,PT,ES01008,0.1
2012,,,ES01008,PT,ES01008,0.2
2019,,,ES01008,PT,ES01008,0.1
2022,,,ES01008,PT,ES01008,0.1
2020,,,ES01008,PT,ES01008,0.1
2013,,,ES48010,PT,ES48010,0.1
2019,,,ES48010,PT,ES48010,1.4
2021,,,ES48010,PT,ES48010,4.3
2012,,,ES48010,PT,ES48010,0.1
2020,,,ES48010,PT,ES48010,4.3
2016,,,ES48010,PT,ES48010,1.1
2010,,,ES48010,PT,ES48010,0.0
2011,,,ES48010,PT,ES48010,0.0
2022,,,ES48010,PT,ES48010,5.6
2018,,,ES48010,PT,ES48010,1.5
2017,,,ES48010,PT,ES48010,1.1
2023,,,ES48010,PT,ES48010,5.6
2014,,,ES48010,PT,ES48010,0.1
2015,,,ES48010,PT,ES48010,0.1
2017,,,ES48011,PT,ES48011,0.0
2011,,,ES48011,PT,ES48011,0.0
2020,,,ES48011,PT,ES48011,0.0
2014,,,ES48011,PT,ES48011,0.0
2018,,,ES48011,PT,ES48011,0.0
2022,,,ES48011,PT,ES48011,0.0
2010,,,ES48011,PT,ES48011,0.0
2012,,,ES48011,PT,ES48011,0.0
2016,,,ES48011,PT,ES48011,0.0
2013,,,ES48011,PT,ES48011,0.0
2021,,,ES48011,PT,ES48011,0.0
2023,,,ES48011,PT,ES48011,0.0
2019,,,ES48011,PT,ES48011,0.0
2015,,,ES48011,PT,ES48011,0.0
2017,,,ES48023,PT,ES48023,3.2
2021,,,ES48023,PT,ES48023,3.5
2022,,,ES48023,PT,ES48023,3.2
2015,,,ES48023,PT,ES48023,3.0
2011,,,ES48023,PT,ES48023,3.1
2014,,,ES48023,PT,ES48023,3.0
2016,,,ES48023,PT,ES48023,3.0
2012,,,ES48023,PT,ES48023,3.0
2020,,,ES48023,PT,ES48023,3.3
2013,,,ES48023,PT,ES48023,3.0
2010,,,ES48023,PT,ES48023,0.9
2018,,,ES48023,PT,ES48023,3.2
2023,,,ES48023,PT,ES48023,2.8
2019,,,ES48023,PT,ES48023,3.3
2021,,,ES48008,PT,ES48008,2.5
2018,,,ES48008,PT,ES48008,2.1
2014,,,ES48008,PT,ES48008,2.1
2017,,,ES48008,PT,ES48008,2.2
2020,,,ES48008,PT,ES48008,2.1
2019,,,ES48008,PT,ES48008,2.2
2012,,,ES48008,PT,ES48008,2.0
2016,,,ES48008,PT,ES48008,2.1
2013,,,ES48008,PT,ES48008,2.1
2015,,,ES48008,PT,ES48008,2.1
2011,,,ES48008,PT,ES48008,2.0
2010,,,ES48008,PT,ES48008,1.5
2022,,,ES48008,PT,ES48008,3.4
2023,,,ES48008,PT,ES48008,2.8
2015,,,ES01004,PT,ES01004,0.0
2022,,,ES01004,PT,ES01004,0.0
2016,,,ES01004,PT,ES01004,0.0
2021,,,ES01004,PT,ES01004,0.0
2014,,,ES01004,PT,ES01004,0.0
2017,,,ES01004,PT,ES01004,0.0
2023,,,ES01004,PT,ES01004,0.0
2018,,,ES01004,PT,ES01004,0.0
2012,,,ES01004,PT,ES01004,0.0
2013,,,ES01004,PT,ES01004,0.0
2019,,,ES01004,PT,ES01004,0.0
2010,,,ES01004,PT,ES01004,0.0
2020,,,ES01004,PT,ES01004,0.0
2011,,,ES01004,PT,ES01004,1.5
2015,,,ES01009,PT,ES01009,0.0
2019,,,ES01009,PT,ES01009,0.0
2013,,,ES01009,PT,ES01009,0.0
2022,,,ES01009,PT,ES01009,0.0
2011,,,ES01009,PT,ES01009,0.0
2012,,,ES01009,PT,ES01009,0.0
2017,,,ES01009,PT,ES01009,0.0
2020,,,ES01009,PT,ES01009,0.0
2014,,,ES01009,PT,ES01009,0.0
2018,,,ES01009,PT,ES01009,0.0
2023,,,ES01009,PT,ES01009,0.0
2021,,,ES01009,PT,ES01009,0.0
2010,,,ES01009,PT,ES01009,0.0
2016,,,ES01009,PT,ES01009,0.0
2015,,,ES20014,PT,ES20014,0.3
2021,,,ES20014,PT,ES20014,0.6
2010,,,ES20014,PT,ES20014,0.1
2019,,,ES20014,PT,ES20014,0.5
2017,,,ES20014,PT,ES20014,0.5
2014,,,ES20014,PT,ES20014,0.1
2020,,,ES20014,PT,ES20014,0.5
2016,,,ES20014,PT,ES20014,0.5
2011,,,ES20014,PT,ES20014,0.3
2013,,,ES20014,PT,ES20014,0.3
2022,,,ES20014,PT,ES20014,1.3
2023,,,ES20014,PT,ES20014,1.6
2018,,,ES20014,PT,ES20014,0.5
2012,,,ES20014,PT,ES20014,0.3
2021,,,ES20903,PT,ES20903,3.6
2020,,,ES20903,PT,ES20903,2.3
2013,,,ES20903,PT,ES20903,1.6
2015,,,ES20903,PT,ES20903,1.9
2014,,,ES20903,PT,ES20903,1.7
2010,,,ES20903,PT,ES20903,1.3
2017,,,ES20903,PT,ES20903,3.5
2022,,,ES20903,PT,ES20903,8.7
2023,,,ES20903,PT,ES20903,8.7
2016,,,ES20903,PT,ES20903,2.3
2019,,,ES20903,PT,ES20903,3.3
2011,,,ES20903,PT,ES20903,1.1
2018,,,ES20903,PT,ES20903,3.5
2012,,,ES20903,PT,ES20903,1.4
2022,,,ES20015,PT,ES20015,4.5
2011,,,ES20015,PT,ES20015,1.1
2012,,,ES20015,PT,ES20015,1.1
2023,,,ES20015,PT,ES20015,4.8
2018,,,ES20015,PT,ES20015,0.9
2020,,,ES20015,PT,ES20015,3.5
2013,,,ES20015,PT,ES20015,1.1
2010,,,ES20015,PT,ES20015,1.0
2021,,,ES20015,PT,ES20015,3.1
2016,,,ES20015,PT,ES20015,1.0
2015,,,ES20015,PT,ES20015,1.2
2017,,,ES20015,PT,ES20015,1.0
2019,,,ES20015,PT,ES20015,3.6
2014,,,ES20015,PT,ES20015,1.2
2019,,,ES48091,PT,ES48091,0.7
2014,,,ES48091,PT,ES48091,1.3
2010,,,ES48091,PT,ES48091,1.0
2022,,,ES48091,PT,ES48091,2.0
2011,,,ES48091,PT,ES48091,1.3
2023,,,ES48091,PT,ES48091,5.8
