Year,Series,Territorio histórico,Units,Value
2013,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,,%,12.8
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,1.5
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,0.8
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-2.6
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,0.7
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-1.0
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-1.0
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-2.7
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-0.6
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-1.4
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,0.5
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-0.6
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,,%,-1.2
