Year,Series,Lurralde historikoa,Units,Value
2010,Turismoak sortutako BPGren hazkunde-tasa,,%,1.9
2019,Turismoak sortutako BPGren hazkunde-tasa,,%,0.0
2022,Turismoak sortutako BPGren hazkunde-tasa,,%,37.5
2016,Turismoak sortutako BPGren hazkunde-tasa,,%,3.2
2020,Turismoak sortutako BPGren hazkunde-tasa,,%,-39.7
2012,Turismoak sortutako BPGren hazkunde-tasa,,%,3.6
2021,Turismoak sortutako BPGren hazkunde-tasa,,%,5.3
2011,Turismoak sortutako BPGren hazkunde-tasa,,%,1.9
2013,Turismoak sortutako BPGren hazkunde-tasa,,%,3.5
2023,Turismoak sortutako BPGren hazkunde-tasa,,%,20.0
2017,Turismoak sortutako BPGren hazkunde-tasa,,%,-1.5
2014,Turismoak sortutako BPGren hazkunde-tasa,,%,0.0
2015,Turismoak sortutako BPGren hazkunde-tasa,,%,6.8
2018,Turismoak sortutako BPGren hazkunde-tasa,,%,-1.6
2022,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,27.0
2020,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,-33.3
2018,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,-1.9
2010,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,7.0
2014,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,0.0
2013,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,-1.9
2017,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,-1.9
2015,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,3.9
2021,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,8.8
2023,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,21.3
2011,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,4.3
2012,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,8.3
2016,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,1.9
2019,Turismoak sortutako BPGren hazkunde-tasa,Araba / Álava,%,-1.9
2020,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,-43.9
2023,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,21.3
2022,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,38.2
2021,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,6.3
2017,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,0.0
2011,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,2.1
2010,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,2.2
2015,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,5.7
2012,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,4.2
2014,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,1.9
2013,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,4.0
2019,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,0.0
2016,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,3.6
2018,Turismoak sortutako BPGren hazkunde-tasa,Bizkaia,%,-1.7
2010,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,-1.4
2018,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,-2.5
2020,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,-39.7
2016,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,3.8
2013,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,1.4
2022,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,34.6
2015,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,5.4
2017,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,-2.5
2014,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,2.8
2023,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,20.0
2011,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,0.0
2019,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,1.3
2021,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,10.6
2012,Turismoak sortutako BPGren hazkunde-tasa,Gipuzkoa,%,4.4
