Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2013,Edateko ura duten etxebizitzen proportzioa,,,Abaltzisketa,%,Abaltzisketa,99.1
2016,Edateko ura duten etxebizitzen proportzioa,,,Abaltzisketa,%,Abaltzisketa,99.1
2019,Bainugela duten etxebizitzen proportzioa,,,Abaltzisketa,%,Abaltzisketa,96.4
2015,Edateko ura duten etxebizitzen proportzioa,,,Abaltzisketa,%,Abaltzisketa,99.1
2020,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.8
2015,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.8
2010,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.2
2020,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2014,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.8
2023,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.9
2022,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.9
2014,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.2
2016,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.2
2018,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.1
2019,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2010,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2013,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.2
2019,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.1
2023,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Bainugela duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.1
2022,Edateko ura duten etxebizitzen proportzioa,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,97.2
2016,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,97.2
2018,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,97.1
2014,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2020,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.5
2023,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.7
2023,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2022,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.6
2016,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2010,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,97.1
2019,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.4
2021,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2021,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,96.6
2020,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Aduna,%,Aduna,100.0
2014,Bainugela duten etxebizitzen proportzioa,,,Aduna,%,Aduna,97.1
2016,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2015,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.8
2018,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2022,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2019,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2021,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2014,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,100.0
2023,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.8
2020,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.9
2010,Bainugela duten etxebizitzen proportzioa,,,Agurain / Salvatierra,%,Agurain / Salvatierra,99.8
2013,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2022,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2010,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2020,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2015,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.6
2016,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2019,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2018,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2022,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.2
2019,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.4
2018,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.4
2015,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2023,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2020,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.4
2023,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.2
2021,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.5
2013,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2021,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2010,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2016,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.4
2014,Edateko ura duten etxebizitzen proportzioa,,,Aia,%,Aia,99.7
2014,Bainugela duten etxebizitzen proportzioa,,,Aia,%,Aia,99.6
2014,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2023,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2018,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2020,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2021,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2010,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2014,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2019,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2015,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2022,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2023,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2019,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2016,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2018,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2010,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2022,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2020,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2013,Bainugela duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Aizarnazabal,%,Aizarnazabal,99.6
2018,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2020,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2022,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2019,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2015,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2018,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2016,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2010,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2021,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2023,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2014,Bainugela duten etxebizitzen proportzioa,,,Ajangiz,%,Ajangiz,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2023,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2018,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,98.2
2016,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,96.6
2015,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,96.6
2018,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2020,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,98.2
2020,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2023,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,97.4
2014,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,96.7
2010,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,97.3
2019,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,98.2
2013,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,97.5
2022,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,97.4
2021,Bainugela duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,98.2
2010,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Albiztur,%,Albiztur,100.0
2020,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.9
2013,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2015,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2018,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2018,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2010,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.7
2022,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2022,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.9
2010,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2015,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2023,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2016,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2023,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.9
2014,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2019,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.6
2019,Edateko ura duten etxebizitzen proportzioa,,,Alegia,%,Alegia,100.0
2021,Bainugela duten etxebizitzen proportzioa,,,Alegia,%,Alegia,99.9
2020,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2020,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2023,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2010,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.7
2016,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2014,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2019,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2014,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.8
2021,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2022,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2021,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2018,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2019,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2023,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2015,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2016,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2013,Bainugela duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.8
2010,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.8
2022,Edateko ura duten etxebizitzen proportzioa,,,Alegría-Dulantzi,%,Alegría-Dulantzi,99.9
2022,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.0
2019,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2013,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,96.9
2010,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.6
2023,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2015,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,96.9
2018,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2020,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2014,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2010,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2019,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,96.9
2016,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2023,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.0
2021,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.0
2018,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.0
2022,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2013,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2020,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.0
2014,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,97.6
2016,Bainugela duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,96.9
2015,Edateko ura duten etxebizitzen proportzioa,,,Alkiza,%,Alkiza,100.0
2016,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2022,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.4
2022,Bainugela duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2021,Edateko ura duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,99.5
2018,Bainugela duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,98.4
2023,Bainugela duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
2021,Bainugela duten etxebizitzen proportzioa,,,Alonsotegi,%,Alonsotegi,100.0
