Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,,,ES20069,PT,ES20069,0.0
2019,,,ES20069,PT,ES20069,0.0
2014,,,ES48027,PT,ES48027,0.1
2016,,,ES48027,PT,ES48027,0.1
2021,,,ES48027,PT,ES48027,0.1
2020,,,ES48027,PT,ES48027,0.1
2015,,,ES48027,PT,ES48027,0.1
2018,,,ES48027,PT,ES48027,0.1
2017,,,ES48027,PT,ES48027,0.1
2019,,,ES48027,PT,ES48027,0.1
2016,,,ES48028,PT,ES48028,4.2
2015,,,ES48028,PT,ES48028,4.7
2017,,,ES48028,PT,ES48028,4.4
2021,,,ES48028,PT,ES48028,5.0
2020,,,ES48028,PT,ES48028,4.3
2019,,,ES48028,PT,ES48028,4.4
2014,,,ES48028,PT,ES48028,5.0
2018,,,ES48028,PT,ES48028,3.8
2018,,,ES20030,PT,ES20030,0.1
2020,,,ES20030,PT,ES20030,0.2
2016,,,ES20030,PT,ES20030,0.1
2014,,,ES20030,PT,ES20030,0.1
2017,,,ES20030,PT,ES20030,0.2
2015,,,ES20030,PT,ES20030,0.1
2019,,,ES20030,PT,ES20030,0.2
2021,,,ES20030,PT,ES20030,0.2
2018,,,ES48031,PT,ES48031,0.9
2015,,,ES48031,PT,ES48031,1.5
2019,,,ES48031,PT,ES48031,1.0
2017,,,ES48031,PT,ES48031,1.1
2021,,,ES48031,PT,ES48031,1.1
2020,,,ES48031,PT,ES48031,0.9
2014,,,ES48031,PT,ES48031,1.6
2016,,,ES48031,PT,ES48031,1.2
2017,,,ES01021,PT,ES01021,15.6
2015,,,ES01021,PT,ES01021,23.1
2018,,,ES01021,PT,ES01021,15.6
2016,,,ES01021,PT,ES01021,18.1
2020,,,ES01021,PT,ES01021,17.0
2019,,,ES01021,PT,ES01021,16.3
2014,,,ES01021,PT,ES01021,15.4
2021,,,ES01021,PT,ES01021,19.5
2019,,,ES01022,PT,ES01022,11.2
2018,,,ES01022,PT,ES01022,12.7
2014,,,ES01022,PT,ES01022,8.9
2015,,,ES01022,PT,ES01022,12.0
2017,,,ES01022,PT,ES01022,11.4
2016,,,ES01022,PT,ES01022,12.4
2021,,,ES01022,PT,ES01022,9.6
2020,,,ES01022,PT,ES01022,11.1
2020,,,ES20031,PT,ES20031,6.5
2018,,,ES20031,PT,ES20031,5.9
2016,,,ES20031,PT,ES20031,5.2
2021,,,ES20031,PT,ES20031,7.9
2015,,,ES20031,PT,ES20031,6.3
2019,,,ES20031,PT,ES20031,7.0
2017,,,ES20031,PT,ES20031,6.5
2014,,,ES20031,PT,ES20031,7.1
2015,,,ES20033,PT,ES20033,0.9
2019,,,ES20033,PT,ES20033,1.2
2021,,,ES20033,PT,ES20033,1.3
2017,,,ES20033,PT,ES20033,1.3
2018,,,ES20033,PT,ES20033,0.8
2016,,,ES20033,PT,ES20033,1.1
2020,,,ES20033,PT,ES20033,1.1
2014,,,ES20033,PT,ES20033,0.8
2019,,,ES20032,PT,ES20032,0.4
2016,,,ES20032,PT,ES20032,0.3
2014,,,ES20032,PT,ES20032,0.2
2015,,,ES20032,PT,ES20032,0.3
2017,,,ES20032,PT,ES20032,0.4
2020,,,ES20032,PT,ES20032,0.4
2021,,,ES20032,PT,ES20032,0.5
2018,,,ES20032,PT,ES20032,0.3
2014,,,ES48032,PT,ES48032,0.5
2016,,,ES48032,PT,ES48032,0.7
2020,,,ES48032,PT,ES48032,0.7
2019,,,ES48032,PT,ES48032,0.8
2021,,,ES48032,PT,ES48032,0.9
2017,,,ES48032,PT,ES48032,0.7
2015,,,ES48032,PT,ES48032,0.5
2018,,,ES48032,PT,ES48032,0.7
2017,,,ES01023,PT,ES01023,38.8
2016,,,ES01023,PT,ES01023,35.7
2014,,,ES01023,PT,ES01023,23.0
2015,,,ES01023,PT,ES01023,30.3
2018,,,ES01023,PT,ES01023,45.6
2021,,,ES01023,PT,ES01023,45.4
2020,,,ES01023,PT,ES01023,48.0
2019,,,ES01023,PT,ES01023,43.9
2018,,,ES48902,PT,ES48902,0.1
2020,,,ES48902,PT,ES48902,0.1
2021,,,ES48902,PT,ES48902,0.1
2014,,,ES48902,PT,ES48902,0.1
2015,,,ES48902,PT,ES48902,0.1
2016,,,ES48902,PT,ES48902,0.1
2017,,,ES48902,PT,ES48902,0.1
2019,,,ES48902,PT,ES48902,0.1
2016,,,ES48033,PT,ES48033,7.8
2018,,,ES48033,PT,ES48033,10.7
2017,,,ES48033,PT,ES48033,7.7
2021,,,ES48033,PT,ES48033,16.0
2020,,,ES48033,PT,ES48033,14.8
2014,,,ES48033,PT,ES48033,12.2
2015,,,ES48033,PT,ES48033,9.5
2019,,,ES48033,PT,ES48033,13.4
2016,,,ES48034,PT,ES48034,0.1
2018,,,ES48034,PT,ES48034,0.0
2014,,,ES48034,PT,ES48034,0.1
2017,,,ES48034,PT,ES48034,0.0
2020,,,ES48034,PT,ES48034,0.1
2021,,,ES48034,PT,ES48034,0.1
2015,,,ES48034,PT,ES48034,0.0
2019,,,ES48034,PT,ES48034,0.0
2014,,,ES20067,PT,ES20067,0.1
2015,,,ES20067,PT,ES20067,0.1
2018,,,ES20067,PT,ES20067,0.1
2017,,,ES20067,PT,ES20067,0.1
2021,,,ES20067,PT,ES20067,0.1
2016,,,ES20067,PT,ES20067,0.1
2020,,,ES20067,PT,ES20067,0.1
2019,,,ES20067,PT,ES20067,0.1
2015,,,ES20066,PT,ES20066,4.6
2018,,,ES20066,PT,ES20066,5.4
2016,,,ES20066,PT,ES20066,5.7
2020,,,ES20066,PT,ES20066,5.3
2014,,,ES20066,PT,ES20066,4.6
2019,,,ES20066,PT,ES20066,6.5
2017,,,ES20066,PT,ES20066,6.7
2021,,,ES20066,PT,ES20066,4.8
2020,,,ES01046,PT,ES01046,24.4
2019,,,ES01046,PT,ES01046,24.2
2015,,,ES01046,PT,ES01046,20.3
2017,,,ES01046,PT,ES01046,20.8
2016,,,ES01046,PT,ES01046,22.5
2021,,,ES01046,PT,ES01046,26.9
2018,,,ES01046,PT,ES01046,23.3
2014,,,ES01046,PT,ES01046,25.8
2017,,,ES48079,PT,ES48079,14.0
2015,,,ES48079,PT,ES48079,11.5
2016,,,ES48079,PT,ES48079,12.9
2018,,,ES48079,PT,ES48079,12.0
2021,,,ES48079,PT,ES48079,16.4
2014,,,ES48079,PT,ES48079,13.4
2019,,,ES48079,PT,ES48079,13.2
2020,,,ES48079,PT,ES48079,14.3
2019,,,ES20034,PT,ES20034,0.9
2018,,,ES20034,PT,ES20034,0.8
2020,,,ES20034,PT,ES20034,0.9
2016,,,ES20034,PT,ES20034,0.7
2021,,,ES20034,PT,ES20034,1.1
2014,,,ES20034,PT,ES20034,0.6
2015,,,ES20034,PT,ES20034,0.6
2017,,,ES20034,PT,ES20034,0.9
2019,,,ES48029,PT,ES48029,0.0
2015,,,ES48029,PT,ES48029,0.0
2018,,,ES48029,PT,ES48029,0.0
2017,,,ES48029,PT,ES48029,0.0
2021,,,ES48029,PT,ES48029,0.0
2020,,,ES48029,PT,ES48029,0.0
2014,,,ES48029,PT,ES48029,0.0
2016,,,ES48029,PT,ES48029,0.0
2019,,,ES48030,PT,ES48030,1.0
2015,,,ES48030,PT,ES48030,0.8
2017,,,ES48030,PT,ES48030,0.7
2016,,,ES48030,PT,ES48030,0.8
2020,,,ES48030,PT,ES48030,1.0
2021,,,ES48030,PT,ES48030,1.4
2018,,,ES48030,PT,ES48030,0.8
2014,,,ES48030,PT,ES48030,0.8
2015,,,ES20035,PT,ES20035,1.6
2021,,,ES20035,PT,ES20035,2.0
2020,,,ES20035,PT,ES20035,1.8
2019,,,ES20035,PT,ES20035,1.9
2017,,,ES20035,PT,ES20035,2.2
2014,,,ES20035,PT,ES20035,1.5
2016,,,ES20035,PT,ES20035,1.7
2018,,,ES20035,PT,ES20035,1.5
2020,,,ES48906,PT,ES48906,5.5
2021,,,ES48906,PT,ES48906,5.7
2019,,,ES48906,PT,ES48906,4.4
2017,,,ES48906,PT,ES48906,4.5
2018,,,ES48906,PT,ES48906,4.1
2015,,,ES48906,PT,ES48906,4.7
2016,,,ES48906,PT,ES48906,4.7
2014,,,ES48906,PT,ES48906,4.6
2016,,,ES48035,PT,ES48035,5.6
2015,,,ES48035,PT,ES48035,6.4
2019,,,ES48035,PT,ES48035,4.6
2017,,,ES48035,PT,ES48035,4.7
2021,,,ES48035,PT,ES48035,4.6
2020,,,ES48035,PT,ES48035,4.0
2014,,,ES48035,PT,ES48035,7.4
2018,,,ES48035,PT,ES48035,4.3
2020,,,ES20038,PT,ES20038,5.7
2016,,,ES20038,PT,ES20038,5.7
2014,,,ES20038,PT,ES20038,5.2
2021,,,ES20038,PT,ES20038,6.8
2019,,,ES20038,PT,ES20038,5.2
2017,,,ES20038,PT,ES20038,6.0
2015,,,ES20038,PT,ES20038,5.9
2018,,,ES20038,PT,ES20038,4.4
2018,,,ES20037,PT,ES20037,11.1
2016,,,ES20037,PT,ES20037,12.4
2020,,,ES20037,PT,ES20037,13.2
2017,,,ES20037,PT,ES20037,14.8
2015,,,ES20037,PT,ES20037,12.5
2019,,,ES20037,PT,ES20037,14.1
2021,,,ES20037,PT,ES20037,16.3
2014,,,ES20037,PT,ES20037,12.4
2016,,,ES48036,PT,ES48036,0.1
2014,,,ES48036,PT,ES48036,0.2
2018,,,ES48036,PT,ES48036,0.1
2019,,,ES48036,PT,ES48036,0.1
2015,,,ES48036,PT,ES48036,0.2
2017,,,ES48036,PT,ES48036,0.1
2021,,,ES48036,PT,ES48036,0.1
2020,,,ES48036,PT,ES48036,0.1
2015,,,ES48037,PT,ES48037,6.3
2014,,,ES48037,PT,ES48037,5.6
2017,,,ES48037,PT,ES48037,7.6
2021,,,ES48037,PT,ES48037,8.1
2020,,,ES48037,PT,ES48037,7.2
2018,,,ES48037,PT,ES48037,6.7
2019,,,ES48037,PT,ES48037,7.0
2016,,,ES48037,PT,ES48037,8.1
2014,,,ES48038,PT,ES48038,16.4
2019,,,ES48038,PT,ES48038,10.2
2018,,,ES48038,PT,ES48038,10.3
2016,,,ES48038,PT,ES48038,13.0
2015,,,ES48038,PT,ES48038,17.1
2017,,,ES48038,PT,ES48038,11.6
2021,,,ES48038,PT,ES48038,11.6
2020,,,ES48038,PT,ES48038,11.1
2018,,,ES48039,PT,ES48039,5.5
2019,,,ES48039,PT,ES48039,5.8
2016,,,ES48039,PT,ES48039,6.3
2014,,,ES48039,PT,ES48039,5.4
2017,,,ES48039,PT,ES48039,5.8
2021,,,ES48039,PT,ES48039,8.9
2020,,,ES48039,PT,ES48039,7.6
2015,,,ES48039,PT,ES48039,5.5
2019,,,ES48040,PT,ES48040,2.3
2021,,,ES48040,PT,ES48040,2.5
2015,,,ES48040,PT,ES48040,3.3
2014,,,ES48040,PT,ES48040,2.6
2018,,,ES48040,PT,ES48040,2.1
2017,,,ES48040,PT,ES48040,2.4
2016,,,ES48040,PT,ES48040,2.5
2020,,,ES48040,PT,ES48040,2.7
2016,,,ES48041,PT,ES48041,3.1
2018,,,ES48041,PT,ES48041,2.4
2014,,,ES48041,PT,ES48041,4.1
2015,,,ES48041,PT,ES48041,3.6
2017,,,ES48041,PT,ES48041,2.6
2020,,,ES48041,PT,ES48041,2.8
2021,,,ES48041,PT,ES48041,3.4
2019,,,ES48041,PT,ES48041,2.5
2014,,,ES20907,PT,ES20907,10.9
2020,,,ES20907,PT,ES20907,18.1
2021,,,ES20907,PT,ES20907,18.5
2016,,,ES20907,PT,ES20907,14.8
2015,,,ES20907,PT,ES20907,12.4
2019,,,ES20907,PT,ES20907,17.9
2018,,,ES20907,PT,ES20907,14.0
2017,,,ES20907,PT,ES20907,16.2
2018,,,ES48046,PT,ES48046,0.3
2014,,,ES48046,PT,ES48046,0.2
2017,,,ES48046,PT,ES48046,0.2
2021,,,ES48046,PT,ES48046,0.3
2019,,,ES48046,PT,ES48046,0.3
2016,,,ES48046,PT,ES48046,0.2
2020,,,ES48046,PT,ES48046,0.3
2015,,,ES48046,PT,ES48046,0.2
2020,,,ES20039,PT,ES20039,15.9
2014,,,ES20039,PT,ES20039,16.4
2018,,,ES20039,PT,ES20039,20.8
2016,,,ES20039,PT,ES20039,17.3
2021,,,ES20039,PT,ES20039,19.0
2019,,,ES20039,PT,ES20039,18.7
2015,,,ES20039,PT,ES20039,18.7
2017,,,ES20039,PT,ES20039,22.3
2016,,,ES48044,PT,ES48044,0.1
2014,,,ES48044,PT,ES48044,0.1
2018,,,ES48044,PT,ES48044,0.0
2021,,,ES48044,PT,ES48044,0.0
2020,,,ES48044,PT,ES48044,0.0
2017,,,ES48044,PT,ES48044,0.1
2015,,,ES48044,PT,ES48044,0.1
2019,,,ES48044,PT,ES48044,0.0
2019,,,ES48047,PT,ES48047,1.9
2015,,,ES48047,PT,ES48047,1.7
2018,,,ES48047,PT,ES48047,1.5
2016,,,ES48047,PT,ES48047,1.9
2021,,,ES48047,PT,ES48047,2.5
2020,,,ES48047,PT,ES48047,1.9
2017,,,ES48047,PT,ES48047,1.4
2014,,,ES48047,PT,ES48047,2.0
2015,,,ES48042,PT,ES48042,4.6
2017,,,ES48042,PT,ES48042,3.8
2021,,,ES48042,PT,ES48042,5.5
2020,,,ES48042,PT,ES48042,3.9
2018,,,ES48042,PT,ES48042,3.6
2016,,,ES48042,PT,ES48042,4.6
2019,,,ES48042,PT,ES48042,4.1
2014,,,ES48042,PT,ES48042,4.9
2019,,,ES48043,PT,ES48043,0.5
2015,,,ES48043,PT,ES48043,1.4
2017,,,ES48043,PT,ES48043,0.8
2021,,,ES48043,PT,ES48043,0.4
2020,,,ES48043,PT,ES48043,0.5
2016,,,ES48043,PT,ES48043,1.1
2014,,,ES48043,PT,ES48043,1.5
2018,,,ES48043,PT,ES48043,0.7
2019,,,ES48045,PT,ES48045,0.9
2015,,,ES48045,PT,ES48045,1.2
2018,,,ES48045,PT,ES48045,1.0
2017,,,ES48045,PT,ES48045,1.1
2020,,,ES48045,PT,ES48045,1.1
2021,,,ES48045,PT,ES48045,1.5
2014,,,ES48045,PT,ES48045,1.2
2016,,,ES48045,PT,ES48045,1.2
2017,,,ES01056,PT,ES01056,26.6
2020,,,ES01056,PT,ES01056,22.1
2015,,,ES01056,PT,ES01056,29.1
2014,,,ES01056,PT,ES01056,31.5
2019,,,ES01056,PT,ES01056,21.5
2016,,,ES01056,PT,ES01056,27.8
2021,,,ES01056,PT,ES01056,35.0
2018,,,ES01056,PT,ES01056,27.6
2017,,,ES20040,PT,ES20040,0.3
2015,,,ES20040,PT,ES20040,0.4
2021,,,ES20040,PT,ES20040,0.3
2014,,,ES20040,PT,ES20040,0.4
2019,,,ES20040,PT,ES20040,0.2
2018,,,ES20040,PT,ES20040,0.2
2016,,,ES20040,PT,ES20040,0.3
2020,,,ES20040,PT,ES20040,0.2
2014,,,ES20041,PT,ES20041,4.4
2017,,,ES20041,PT,ES20041,6.3
2015,,,ES20041,PT,ES20041,6.6
2021,,,ES20041,PT,ES20041,4.5
2020,,,ES20041,PT,ES20041,5.0
2019,,,ES20041,PT,ES20041,4.9
2018,,,ES20041,PT,ES20041,4.9
2016,,,ES20041,PT,ES20041,5.2
2019,,,ES20036,PT,ES20036,5.2
2020,,,ES20036,PT,ES20036,4.2
2016,,,ES20036,PT,ES20036,4.3
2014,,,ES20036,PT,ES20036,4.1
2018,,,ES20036,PT,ES20036,5.4
2017,,,ES20036,PT,ES20036,5.9
2021,,,ES20036,PT,ES20036,5.5
2015,,,ES20036,PT,ES20036,4.7
2017,,,ES20042,PT,ES20042,0.5
2021,,,ES20042,PT,ES20042,0.5
2020,,,ES20042,PT,ES20042,0.5
2016,,,ES20042,PT,ES20042,0.5
2019,,,ES20042,PT,ES20042,0.4
2014,,,ES20042,PT,ES20042,0.6
2018,,,ES20042,PT,ES20042,0.4
2015,,,ES20042,PT,ES20042,0.6
2018,,,ES48048,PT,ES48048,3.1
2016,,,ES48048,PT,ES48048,3.8
2015,,,ES48048,PT,ES48048,4.0
2019,,,ES48048,PT,ES48048,3.5
2017,,,ES48048,PT,ES48048,3.9
2020,,,ES48048,PT,ES48048,3.9
2021,,,ES48048,PT,ES48048,4.3
2014,,,ES48048,PT,ES48048,3.8
2017,,,ES20043,PT,ES20043,1.7
2015,,,ES20043,PT,ES20043,2.3
2019,,,ES20043,PT,ES20043,1.1
2021,,,ES20043,PT,ES20043,1.0
2014,,,ES20043,PT,ES20043,1.5
2018,,,ES20043,PT,ES20043,1.2
2016,,,ES20043,PT,ES20043,1.4
2020,,,ES20043,PT,ES20043,0.9
2018,,,ES48094,PT,ES48094,0.5
2019,,,ES48094,PT,ES48094,0.5
2021,,,ES48094,PT,ES48094,0.7
2014,,,ES48094,PT,ES48094,0.3
2017,,,ES48094,PT,ES48094,0.5
2016,,,ES48094,PT,ES48094,0.5
2015,,,ES48094,PT,ES48094,0.4
2020,,,ES48094,PT,ES48094,0.5
2017,,,ES20044,PT,ES20044,0.5
2015,,,ES20044,PT,ES20044,0.7
2019,,,ES20044,PT,ES20044,0.4
2021,,,ES20044,PT,ES20044,0.4
2014,,,ES20044,PT,ES20044,0.6
2016,,,ES20044,PT,ES20044,0.5
2020,,,ES20044,PT,ES20044,0.4
2018,,,ES20044,PT,ES20044,0.3
2019,,,ES20045,PT,ES20045,0.1
2021,,,ES20045,PT,ES20045,0.1
2016,,,ES20045,PT,ES20045,0.1
2018,,,ES20045,PT,ES20045,0.1
2020,,,ES20045,PT,ES20045,0.1
2015,,,ES20045,PT,ES20045,0.1
2017,,,ES20045,PT,ES20045,0.1
2014,,,ES20045,PT,ES20045,0.1
2015,,,ES01901,PT,ES01901,1.0
2017,,,ES01901,PT,ES01901,0.8
2019,,,ES01901,PT,ES01901,0.8
2014,,,ES01901,PT,ES01901,1.3
2016,,,ES01901,PT,ES01901,0.9
2021,,,ES01901,PT,ES01901,0.7
2018,,,ES01901,PT,ES01901,0.8
2020,,,ES01901,PT,ES01901,0.6
2021,,,ES20046,PT,ES20046,0.1
2015,,,ES20046,PT,ES20046,0.1
2017,,,ES20046,PT,ES20046,0.1
2014,,,ES20046,PT,ES20046,0.1
2019,,,ES20046,PT,ES20046,0.1
2020,,,ES20046,PT,ES20046,0.1
2016,,,ES20046,PT,ES20046,0.1
2018,,,ES20046,PT,ES20046,0.1
2015,,,ES01027,PT,ES01027,39.8
2014,,,ES01027,PT,ES01027,32.4
2016,,,ES01027,PT,ES01027,33.4
2019,,,ES01027,PT,ES01027,32.7
2017,,,ES01027,PT,ES01027,31.1
2021,,,ES01027,PT,ES01027,33.3
2018,,,ES01027,PT,ES01027,30.3
2020,,,ES01027,PT,ES01027,31.7
2016,,,ES48049,PT,ES48049,8.4
2018,,,ES48049,PT,ES48049,10.3
2014,,,ES48049,PT,ES48049,6.8
2015,,,ES48049,PT,ES48049,7.9
2017,,,ES48049,PT,ES48049,7.9
2021,,,ES48049,PT,ES48049,13.2
2020,,,ES48049,PT,ES48049,11.0
2019,,,ES48049,PT,ES48049,11.3
2015,,,ES20047,PT,ES20047,1.1
2017,,,ES20047,PT,ES20047,1.6
2014,,,ES20047,PT,ES20047,0.9
2021,,,ES20047,PT,ES20047,1.4
2016,,,ES20047,PT,ES20047,1.3
2019,,,ES20047,PT,ES20047,1.6
2020,,,ES20047,PT,ES20047,1.2
2018,,,ES20047,PT,ES20047,1.5
2017,,,ES48910,PT,ES48910,0.2
2016,,,ES48910,PT,ES48910,0.2
2015,,,ES48910,PT,ES48910,0.1
2021,,,ES48910,PT,ES48910,0.2
2018,,,ES48910,PT,ES48910,0.2
2019,,,ES48910,PT,ES48910,0.2
2014,,,ES48910,PT,ES48910,0.2
2020,,,ES48910,PT,ES48910,0.2
2019,,,ES48050,PT,ES48050,0.7
2015,,,ES48050,PT,ES48050,0.3
2017,,,ES48050,PT,ES48050,0.5
2016,,,ES48050,PT,ES48050,0.5
2020,,,ES48050,PT,ES48050,0.8
2018,,,ES48050,PT,ES48050,0.6
2014,,,ES48050,PT,ES48050,0.3
2021,,,ES48050,PT,ES48050,0.8
2019,,,ES48022,PT,ES48022,13.5
2015,,,ES48022,PT,ES48022,15.4
2014,,,ES48022,PT,ES48022,19.9
2018,,,ES48022,PT,ES48022,14.1
2017,,,ES48022,PT,ES48022,17.7
2016,,,ES48022,PT,ES48022,16.7
2021,,,ES48022,PT,ES48022,18.8
2020,,,ES48022,PT,ES48022,15.1
2015,,,ES48907,PT,ES48907,26.9
2016,,,ES48907,PT,ES48907,20.9
2017,,,ES48907,PT,ES48907,19.1
2021,,,ES48907,PT,ES48907,17.7
2014,,,ES48907,PT,ES48907,21.8
2020,,,ES48907,PT,ES48907,19.7
2018,,,ES48907,PT,ES48907,15.7
2019,,,ES48907,PT,ES48907,17.1
2019,,,ES01019,PT,ES01019,54.1
2018,,,ES01019,PT,ES01019,57.5
2015,,,ES01019,PT,ES01019,53.2
2021,,,ES01019,PT,ES01019,55.8
2016,,,ES01019,PT,ES01019,54.5
2014,,,ES01019,PT,ES01019,41.3
2020,,,ES01019,PT,ES01019,53.0
2017,,,ES01019,PT,ES01019,54.0
2017,,,ES01020,PT,ES01020,29.8
2021,,,ES01020,PT,ES01020,27.1
2019,,,ES01020,PT,ES01020,31.8
2015,,,ES01020,PT,ES01020,26.6
2014,,,ES01020,PT,ES01020,37.2
2016,,,ES01020,PT,ES01020,29.4
2018,,,ES01020,PT,ES01020,33.6
2020,,,ES01020,PT,ES01020,29.9
2017,,,ES01028,PT,ES01028,7.8
2019,,,ES01028,PT,ES01028,7.3
2020,,,ES01028,PT,ES01028,6.2
2014,,,ES01028,PT,ES01028,7.4
2016,,,ES01028,PT,ES01028,8.0
2018,,,ES01028,PT,ES01028,8.8
2021,,,ES01028,PT,ES01028,7.9
2015,,,ES01028,PT,ES01028,9.8
2018,,,ES01030,PT,ES01030,19.8
2021,,,ES01030,PT,ES01030,19.9
2020,,,ES01030,PT,ES01030,19.8
2015,,,ES01030,PT,ES01030,21.6
2014,,,ES01030,PT,ES01030,17.1
2019,,,ES01030,PT,ES01030,17.0
2016,,,ES01030,PT,ES01030,19.3
2017,,,ES01030,PT,ES01030,16.2
2019,,,ES01031,PT,ES01031,8.1
2018,,,ES01031,PT,ES01031,10.1
2016,,,ES01031,PT,ES01031,9.3
2014,,,ES01031,PT,ES01031,7.5
2017,,,ES01031,PT,ES01031,8.8
2021,,,ES01031,PT,ES01031,7.7
2020,,,ES01031,PT,ES01031,7.8
2015,,,ES01031,PT,ES01031,8.4
2018,,,ES01032,PT,ES01032,17.1
2014,,,ES01032,PT,ES01032,11.7
2015,,,ES01032,PT,ES01032,16.0
2017,,,ES01032,PT,ES01032,15.7
2020,,,ES01032,PT,ES01032,11.6
2016,,,ES01032,PT,ES01032,15.5
2019,,,ES01032,PT,ES01032,14.6
2021,,,ES01032,PT,ES01032,11.5
2019,,,ES48051,PT,ES48051,5.0
2015,,,ES48051,PT,ES48051,4.1
2018,,,ES48051,PT,ES48051,5.1
2017,,,ES48051,PT,ES48051,5.0
2016,,,ES48051,PT,ES48051,4.6
2021,,,ES48051,PT,ES48051,6.6
2020,,,ES48051,PT,ES48051,5.7
2014,,,ES48051,PT,ES48051,4.9
2015,,,ES01902,PT,ES01902,4.0
2019,,,ES01902,PT,ES01902,2.8
2017,,,ES01902,PT,ES01902,3.0
2014,,,ES01902,PT,ES01902,5.1
2016,,,ES01902,PT,ES01902,3.4
2021,,,ES01902,PT,ES01902,2.8
2018,,,ES01902,PT,ES01902,2.7
2020,,,ES01902,PT,ES01902,2.5
2021,,,ES01033,PT,ES01033,6.3
2016,,,ES01033,PT,ES01033,2.7
2015,,,ES01033,PT,ES01033,2.2
2017,,,ES01033,PT,ES01033,3.3
2014,,,ES01033,PT,ES01033,1.6
2020,,,ES01033,PT,ES01033,5.2
2018,,,ES01033,PT,ES01033,4.3
2019,,,ES01033,PT,ES01033,5.0
2014,,,ES48052,PT,ES48052,2.6
2015,,,ES48052,PT,ES48052,2.4
2018,,,ES48052,PT,ES48052,1.0
2017,,,ES48052,PT,ES48052,1.3
2016,,,ES48052,PT,ES48052,1.8
2021,,,ES48052,PT,ES48052,0.9
2020,,,ES48052,PT,ES48052,1.2
2019,,,ES48052,PT,ES48052,1.1
2014,,,ES20048,PT,ES20048,6.1
2019,,,ES20048,PT,ES20048,3.9
2017,,,ES20048,PT,ES20048,4.1
2020,,,ES20048,PT,ES20048,4.6
2015,,,ES20048,PT,ES20048,6.8
2021,,,ES20048,PT,ES20048,5.0
2016,,,ES20048,PT,ES20048,4.4
2018,,,ES20048,PT,ES20048,3.9
2021,,,ES20902,PT,ES20902,0.1
2020,,,ES20902,PT,ES20902,0.1
2016,,,ES20902,PT,ES20902,0.1
2015,,,ES20902,PT,ES20902,0.1
2014,,,ES20902,PT,ES20902,0.1
2018,,,ES20902,PT,ES20902,0.1
2019,,,ES20902,PT,ES20902,0.1
2017,,,ES20902,PT,ES20902,0.1
2018,,,ES01036,PT,ES01036,0.3
2021,,,ES01036,PT,ES01036,0.3
2017,,,ES01036,PT,ES01036,0.3
2015,,,ES01036,PT,ES01036,0.3
2019,,,ES01036,PT,ES01036,0.2
2014,,,ES01036,PT,ES01036,0.3
2016,,,ES01036,PT,ES01036,0.3
2020,,,ES01036,PT,ES01036,0.2
2019,,,ES48053,PT,ES48053,2.9
2015,,,ES48053,PT,ES48053,3.9
2018,,,ES48053,PT,ES48053,3.4
2017,,,ES48053,PT,ES48053,3.6
2016,,,ES48053,PT,ES48053,3.8
2021,,,ES48053,PT,ES48053,4.2
2020,,,ES48053,PT,ES48053,3.2
2014,,,ES48053,PT,ES48053,3.8
2019,,,ES20049,PT,ES20049,0.7
2021,,,ES20049,PT,ES20049,0.7
2014,,,ES20049,PT,ES20049,0.7
2015,,,ES20049,PT,ES20049,0.7
2017,,,ES20049,PT,ES20049,0.8
2020,,,ES20049,PT,ES20049,0.6
2018,,,ES20049,PT,ES20049,0.5
2016,,,ES20049,PT,ES20049,0.7
2017,,,ES20050,PT,ES20050,1.9
2015,,,ES20050,PT,ES20050,1.7
2021,,,ES20050,PT,ES20050,1.8
2014,,,ES20050,PT,ES20050,1.8
2018,,,ES20050,PT,ES20050,1.5
2020,,,ES20050,PT,ES20050,1.8
2016,,,ES20050,PT,ES20050,1.6
2019,,,ES20050,PT,ES20050,1.9
2017,,,ES20051,PT,ES20051,0.4
2019,,,ES20051,PT,ES20051,0.4
2015,,,ES20051,PT,ES20051,0.3
2021,,,ES20051,PT,ES20051,0.5
2014,,,ES20051,PT,ES20051,0.3
2016,,,ES20051,PT,ES20051,0.4
2018,,,ES20051,PT,ES20051,0.3
2020,,,ES20051,PT,ES20051,0.4
2019,,,ES20052,PT,ES20052,1.1
2015,,,ES20052,PT,ES20052,2.0
2017,,,ES20052,PT,ES20052,1.4
2021,,,ES20052,PT,ES20052,0.9
2014,,,ES20052,PT,ES20052,1.9
2016,,,ES20052,PT,ES20052,1.5
2018,,,ES20052,PT,ES20052,1.1
2020,,,ES20052,PT,ES20052,0.9
2015,,,ES01058,PT,ES01058,1.1
2017,,,ES01058,PT,ES01058,0.6
2019,,,ES01058,PT,ES01058,0.4
2014,,,ES01058,PT,ES01058,1.5
2016,,,ES01058,PT,ES01058,0.8
2021,,,ES01058,PT,ES01058,0.4
2018,,,ES01058,PT,ES01058,0.5
2020,,,ES01058,PT,ES01058,0.5
2014,,,ES20068,PT,ES20068,4.1
2015,,,ES20068,PT,ES20068,5.2
2016,,,ES20068,PT,ES20068,5.6
2018,,,ES20068,PT,ES20068,4.5
2020,,,ES20068,PT,ES20068,7.5
2019,,,ES20068,PT,ES20068,6.0
2021,,,ES20068,PT,ES20068,7.3
2017,,,ES20068,PT,ES20068,6.5
2019,,,ES48054,PT,ES48054,0.0
