Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,All,,,Aduna,Porcentaje,Aduna,0.0
2020,All,,,Aduna,Porcentaje,Aduna,0.0
2011,All,,,Aduna,Porcentaje,Aduna,0.0
2010,All,,,Aduna,Porcentaje,Aduna,0.0
2016,All,,,Aduna,Porcentaje,Aduna,0.0
2012,All,,,Aduna,Porcentaje,Aduna,0.0
2023,All,,,Aduna,Porcentaje,Aduna,0.0
2022,All,,,Aduna,Porcentaje,Aduna,0.0
2018,All,,,Aduna,Porcentaje,Aduna,0.0
2019,All,,,Aduna,Porcentaje,Aduna,0.0
2017,All,,,Aduna,Porcentaje,Aduna,0.0
2015,All,,,Aduna,Porcentaje,Aduna,0.0
2014,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2010,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2021,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.1
2019,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2016,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2015,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2011,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2013,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2020,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2018,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2017,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.4
2023,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.1
2022,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.0
2012,All,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,0.3
2022,All,,,Aia,Porcentaje,Aia,2.1
2017,All,,,Aia,Porcentaje,Aia,0.6
2013,All,,,Aia,Porcentaje,Aia,0.5
2016,All,,,Aia,Porcentaje,Aia,0.5
2010,All,,,Aia,Porcentaje,Aia,0.4
2020,All,,,Aia,Porcentaje,Aia,1.2
2019,All,,,Aia,Porcentaje,Aia,1.6
2011,All,,,Aia,Porcentaje,Aia,0.7
2023,All,,,Aia,Porcentaje,Aia,2.1
2014,All,,,Aia,Porcentaje,Aia,0.5
2012,All,,,Aia,Porcentaje,Aia,0.7
2021,All,,,Aia,Porcentaje,Aia,1.9
2015,All,,,Aia,Porcentaje,Aia,0.5
2018,All,,,Aia,Porcentaje,Aia,0.6
2022,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2014,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2015,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2012,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2019,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2017,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.5
2016,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.7
2013,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2023,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2010,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.4
2021,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.9
2018,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2011,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,2.3
2020,All,,,Aizarnazabal,Porcentaje,Aizarnazabal,1.6
2011,All,,,Ajangiz,Porcentaje,Ajangiz,4.0
2017,All,,,Ajangiz,Porcentaje,Ajangiz,3.8
2019,All,,,Ajangiz,Porcentaje,Ajangiz,3.8
2013,All,,,Ajangiz,Porcentaje,Ajangiz,4.5
2015,All,,,Ajangiz,Porcentaje,Ajangiz,4.0
2021,All,,,Ajangiz,Porcentaje,Ajangiz,4.0
2016,All,,,Ajangiz,Porcentaje,Ajangiz,3.7
2014,All,,,Ajangiz,Porcentaje,Ajangiz,4.5
2022,All,,,Ajangiz,Porcentaje,Ajangiz,4.0
2020,All,,,Ajangiz,Porcentaje,Ajangiz,3.8
2018,All,,,Ajangiz,Porcentaje,Ajangiz,3.7
2023,All,,,Ajangiz,Porcentaje,Ajangiz,14.9
2012,All,,,Ajangiz,Porcentaje,Ajangiz,4.0
2010,All,,,Ajangiz,Porcentaje,Ajangiz,1.8
2014,All,,,Albiztur,Porcentaje,Albiztur,0.0
2015,All,,,Albiztur,Porcentaje,Albiztur,0.0
2012,All,,,Albiztur,Porcentaje,Albiztur,0.0
2022,All,,,Albiztur,Porcentaje,Albiztur,0.0
2013,All,,,Albiztur,Porcentaje,Albiztur,0.0
2011,All,,,Albiztur,Porcentaje,Albiztur,0.0
2023,All,,,Albiztur,Porcentaje,Albiztur,0.0
2017,All,,,Albiztur,Porcentaje,Albiztur,0.0
2021,All,,,Albiztur,Porcentaje,Albiztur,0.0
2018,All,,,Albiztur,Porcentaje,Albiztur,0.0
2020,All,,,Albiztur,Porcentaje,Albiztur,0.0
2010,All,,,Albiztur,Porcentaje,Albiztur,0.0
2019,All,,,Albiztur,Porcentaje,Albiztur,0.0
2016,All,,,Albiztur,Porcentaje,Albiztur,0.0
2016,All,,,Alegia,Porcentaje,Alegia,0.0
2012,All,,,Alegia,Porcentaje,Alegia,0.0
2017,All,,,Alegia,Porcentaje,Alegia,0.5
2013,All,,,Alegia,Porcentaje,Alegia,0.0
2021,All,,,Alegia,Porcentaje,Alegia,0.5
2014,All,,,Alegia,Porcentaje,Alegia,0.0
2020,All,,,Alegia,Porcentaje,Alegia,0.5
2018,All,,,Alegia,Porcentaje,Alegia,0.5
2019,All,,,Alegia,Porcentaje,Alegia,0.5
2010,All,,,Alegia,Porcentaje,Alegia,0.0
2015,All,,,Alegia,Porcentaje,Alegia,0.0
2022,All,,,Alegia,Porcentaje,Alegia,0.5
2023,All,,,Alegia,Porcentaje,Alegia,0.5
2011,All,,,Alegia,Porcentaje,Alegia,0.0
2023,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.4
2016,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2017,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2010,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2020,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2015,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2021,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2012,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2018,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.5
2014,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.3
2022,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.4
2013,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.5
2019,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,1.0
2011,All,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.2
2020,All,,,Alkiza,Porcentaje,Alkiza,0.4
2023,All,,,Alkiza,Porcentaje,Alkiza,2.6
2014,All,,,Alkiza,Porcentaje,Alkiza,0.2
2010,All,,,Alkiza,Porcentaje,Alkiza,0.2
2013,All,,,Alkiza,Porcentaje,Alkiza,0.2
2021,All,,,Alkiza,Porcentaje,Alkiza,0.4
2022,All,,,Alkiza,Porcentaje,Alkiza,3.0
2018,All,,,Alkiza,Porcentaje,Alkiza,0.2
2017,All,,,Alkiza,Porcentaje,Alkiza,0.2
2019,All,,,Alkiza,Porcentaje,Alkiza,0.2
2016,All,,,Alkiza,Porcentaje,Alkiza,0.2
2012,All,,,Alkiza,Porcentaje,Alkiza,0.2
2011,All,,,Alkiza,Porcentaje,Alkiza,0.2
2015,All,,,Alkiza,Porcentaje,Alkiza,0.2
2016,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2022,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.2
2013,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2023,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.2
2011,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2018,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2021,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2012,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.5
2020,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2010,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.0
2019,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2015,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2017,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.1
2014,All,,,Alonsotegi,Porcentaje,Alonsotegi,0.7
2019,All,,,Altzaga,Porcentaje,Altzaga,6.0
2023,All,,,Altzaga,Porcentaje,Altzaga,14.5
2013,All,,,Altzaga,Porcentaje,Altzaga,3.4
2014,All,,,Altzaga,Porcentaje,Altzaga,4.9
2016,All,,,Altzaga,Porcentaje,Altzaga,4.3
2011,All,,,Altzaga,Porcentaje,Altzaga,0.0
2018,All,,,Altzaga,Porcentaje,Altzaga,5.3
2017,All,,,Altzaga,Porcentaje,Altzaga,6.8
2022,All,,,Altzaga,Porcentaje,Altzaga,9.7
2020,All,,,Altzaga,Porcentaje,Altzaga,9.6
2012,All,,,Altzaga,Porcentaje,Altzaga,0.0
2015,All,,,Altzaga,Porcentaje,Altzaga,5.0
2010,All,,,Altzaga,Porcentaje,Altzaga,0.0
2021,All,,,Altzaga,Porcentaje,Altzaga,9.7
2023,All,,,Altzo,Porcentaje,Altzo,22.8
2021,All,,,Altzo,Porcentaje,Altzo,22.1
2020,All,,,Altzo,Porcentaje,Altzo,22.1
2011,All,,,Altzo,Porcentaje,Altzo,13.9
2010,All,,,Altzo,Porcentaje,Altzo,14.2
2013,All,,,Altzo,Porcentaje,Altzo,14.5
2022,All,,,Altzo,Porcentaje,Altzo,23.0
2016,All,,,Altzo,Porcentaje,Altzo,13.3
2017,All,,,Altzo,Porcentaje,Altzo,13.6
2012,All,,,Altzo,Porcentaje,Altzo,14.5
2018,All,,,Altzo,Porcentaje,Altzo,12.8
2019,All,,,Altzo,Porcentaje,Altzo,23.3
2015,All,,,Altzo,Porcentaje,Altzo,12.8
2014,All,,,Altzo,Porcentaje,Altzo,14.3
2022,All,,,Amezketa,Porcentaje,Amezketa,1.2
2013,All,,,Amezketa,Porcentaje,Amezketa,0.0
2010,All,,,Amezketa,Porcentaje,Amezketa,0.0
2015,All,,,Amezketa,Porcentaje,Amezketa,0.0
2023,All,,,Amezketa,Porcentaje,Amezketa,1.2
2011,All,,,Amezketa,Porcentaje,Amezketa,0.0
2016,All,,,Amezketa,Porcentaje,Amezketa,0.0
2014,All,,,Amezketa,Porcentaje,Amezketa,0.0
2019,All,,,Amezketa,Porcentaje,Amezketa,0.6
2021,All,,,Amezketa,Porcentaje,Amezketa,0.6
2012,All,,,Amezketa,Porcentaje,Amezketa,0.0
2017,All,,,Amezketa,Porcentaje,Amezketa,0.0
2018,All,,,Amezketa,Porcentaje,Amezketa,0.0
2020,All,,,Amezketa,Porcentaje,Amezketa,0.6
2016,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.9
2018,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.8
2015,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2011,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.6
2012,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.1
2010,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.6
2023,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,4.2
2013,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.2
2014,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.1
2022,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,3.6
2017,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.2
2021,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,3.3
2019,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.5
2020,All,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.7
2022,All,,,Amoroto,Porcentaje,Amoroto,7.8
2017,All,,,Amoroto,Porcentaje,Amoroto,1.8
2019,All,,,Amoroto,Porcentaje,Amoroto,3.0
2010,All,,,Amoroto,Porcentaje,Amoroto,1.5
2018,All,,,Amoroto,Porcentaje,Amoroto,1.8
2011,All,,,Amoroto,Porcentaje,Amoroto,1.9
2014,All,,,Amoroto,Porcentaje,Amoroto,2.1
2015,All,,,Amoroto,Porcentaje,Amoroto,1.9
2020,All,,,Amoroto,Porcentaje,Amoroto,9.6
2021,All,,,Amoroto,Porcentaje,Amoroto,9.4
2012,All,,,Amoroto,Porcentaje,Amoroto,1.9
2023,All,,,Amoroto,Porcentaje,Amoroto,8.9
2013,All,,,Amoroto,Porcentaje,Amoroto,2.9
2016,All,,,Amoroto,Porcentaje,Amoroto,1.8
2018,All,,,Amurrio,Porcentaje,Amurrio,1.8
2020,All,,,Amurrio,Porcentaje,Amurrio,1.9
2017,All,,,Amurrio,Porcentaje,Amurrio,1.8
2015,All,,,Amurrio,Porcentaje,Amurrio,1.5
2012,All,,,Amurrio,Porcentaje,Amurrio,1.4
2011,All,,,Amurrio,Porcentaje,Amurrio,1.3
2016,All,,,Amurrio,Porcentaje,Amurrio,1.7
2023,All,,,Amurrio,Porcentaje,Amurrio,2.2
2022,All,,,Amurrio,Porcentaje,Amurrio,2.1
2021,All,,,Amurrio,Porcentaje,Amurrio,2.1
2013,All,,,Amurrio,Porcentaje,Amurrio,1.5
2014,All,,,Amurrio,Porcentaje,Amurrio,1.5
2019,All,,,Amurrio,Porcentaje,Amurrio,1.9
2010,All,,,Amurrio,Porcentaje,Amurrio,1.2
2011,All,,,Andoain,Porcentaje,Andoain,4.0
2023,All,,,Andoain,Porcentaje,Andoain,5.5
2018,All,,,Andoain,Porcentaje,Andoain,4.5
2010,All,,,Andoain,Porcentaje,Andoain,3.9
2014,All,,,Andoain,Porcentaje,Andoain,4.2
2017,All,,,Andoain,Porcentaje,Andoain,4.3
2022,All,,,Andoain,Porcentaje,Andoain,5.5
2021,All,,,Andoain,Porcentaje,Andoain,4.5
2015,All,,,Andoain,Porcentaje,Andoain,4.2
2012,All,,,Andoain,Porcentaje,Andoain,4.0
2016,All,,,Andoain,Porcentaje,Andoain,4.2
2020,All,,,Andoain,Porcentaje,Andoain,4.8
2019,All,,,Andoain,Porcentaje,Andoain,4.8
2013,All,,,Andoain,Porcentaje,Andoain,4.0
2018,All,,,Anoeta,Porcentaje,Anoeta,10.8
2015,All,,,Anoeta,Porcentaje,Anoeta,11.0
2022,All,,,Anoeta,Porcentaje,Anoeta,12.6
2013,All,,,Anoeta,Porcentaje,Anoeta,10.4
2019,All,,,Anoeta,Porcentaje,Anoeta,12.5
2020,All,,,Anoeta,Porcentaje,Anoeta,12.7
2012,All,,,Anoeta,Porcentaje,Anoeta,10.4
2010,All,,,Anoeta,Porcentaje,Anoeta,9.9
2011,All,,,Anoeta,Porcentaje,Anoeta,10.2
2014,All,,,Anoeta,Porcentaje,Anoeta,11.0
2021,All,,,Anoeta,Porcentaje,Anoeta,12.7
2023,All,,,Anoeta,Porcentaje,Anoeta,11.7
2017,All,,,Anoeta,Porcentaje,Anoeta,10.5
2016,All,,,Anoeta,Porcentaje,Anoeta,12.4
2018,All,,,Antzuola,Porcentaje,Antzuola,10.7
2023,All,,,Antzuola,Porcentaje,Antzuola,25.5
2019,All,,,Antzuola,Porcentaje,Antzuola,18.1
2022,All,,,Antzuola,Porcentaje,Antzuola,23.2
2016,All,,,Antzuola,Porcentaje,Antzuola,4.8
2012,All,,,Antzuola,Porcentaje,Antzuola,4.1
2017,All,,,Antzuola,Porcentaje,Antzuola,8.1
2021,All,,,Antzuola,Porcentaje,Antzuola,17.0
2013,All,,,Antzuola,Porcentaje,Antzuola,4.1
2015,All,,,Antzuola,Porcentaje,Antzuola,4.4
2010,All,,,Antzuola,Porcentaje,Antzuola,4.1
2011,All,,,Antzuola,Porcentaje,Antzuola,4.1
2020,All,,,Antzuola,Porcentaje,Antzuola,16.9
2014,All,,,Antzuola,Porcentaje,Antzuola,4.1
2012,All,,,Añana,Porcentaje,Añana,0.0
2017,All,,,Añana,Porcentaje,Añana,0.9
2022,All,,,Añana,Porcentaje,Añana,1.1
2015,All,,,Añana,Porcentaje,Añana,0.4
2020,All,,,Añana,Porcentaje,Añana,1.1
2023,All,,,Añana,Porcentaje,Añana,1.2
2019,All,,,Añana,Porcentaje,Añana,1.0
2014,All,,,Añana,Porcentaje,Añana,0.4
2016,All,,,Añana,Porcentaje,Añana,0.4
2011,All,,,Añana,Porcentaje,Añana,0.0
2018,All,,,Añana,Porcentaje,Añana,0.4
2013,All,,,Añana,Porcentaje,Añana,0.1
2021,All,,,Añana,Porcentaje,Añana,1.0
2010,All,,,Añana,Porcentaje,Añana,0.0
2010,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2023,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2015,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2011,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2012,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2016,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2019,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2021,All,,,Arakaldo,Porcentaje,Arakaldo,0.4
2020,All,,,Arakaldo,Porcentaje,Arakaldo,0.4
2017,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2022,All,,,Arakaldo,Porcentaje,Arakaldo,0.4
2018,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2013,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2014,All,,,Arakaldo,Porcentaje,Arakaldo,0.0
2016,All,,,Arama,Porcentaje,Arama,0.0
2022,All,,,Arama,Porcentaje,Arama,0.0
2017,All,,,Arama,Porcentaje,Arama,0.0
2019,All,,,Arama,Porcentaje,Arama,0.0
2015,All,,,Arama,Porcentaje,Arama,0.0
2013,All,,,Arama,Porcentaje,Arama,0.0
2014,All,,,Arama,Porcentaje,Arama,0.0
2023,All,,,Arama,Porcentaje,Arama,0.0
2010,All,,,Arama,Porcentaje,Arama,0.0
2012,All,,,Arama,Porcentaje,Arama,0.0
2011,All,,,Arama,Porcentaje,Arama,0.0
2018,All,,,Arama,Porcentaje,Arama,0.0
2021,All,,,Arama,Porcentaje,Arama,0.0
2020,All,,,Arama,Porcentaje,Arama,0.0
2014,All,,,Aramaio,Porcentaje,Aramaio,1.1
2016,All,,,Aramaio,Porcentaje,Aramaio,2.5
2012,All,,,Aramaio,Porcentaje,Aramaio,0.8
2018,All,,,Aramaio,Porcentaje,Aramaio,2.2
2011,All,,,Aramaio,Porcentaje,Aramaio,0.7
2020,All,,,Aramaio,Porcentaje,Aramaio,2.5
2010,All,,,Aramaio,Porcentaje,Aramaio,0.7
2013,All,,,Aramaio,Porcentaje,Aramaio,0.8
2015,All,,,Aramaio,Porcentaje,Aramaio,2.4
2022,All,,,Aramaio,Porcentaje,Aramaio,4.2
2021,All,,,Aramaio,Porcentaje,Aramaio,2.4
2019,All,,,Aramaio,Porcentaje,Aramaio,2.4
2017,All,,,Aramaio,Porcentaje,Aramaio,2.3
2023,All,,,Aramaio,Porcentaje,Aramaio,3.6
2018,All,,,Arantzazu,Porcentaje,Arantzazu,0.1
2013,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2014,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2019,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2011,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2017,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2010,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2023,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2015,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2021,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2012,All,,,Arantzazu,Porcentaje,Arantzazu,0.0
2016,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2022,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2020,All,,,Arantzazu,Porcentaje,Arantzazu,0.2
2014,All,,,Areatza,Porcentaje,Areatza,0.4
2016,All,,,Areatza,Porcentaje,Areatza,0.4
2015,All,,,Areatza,Porcentaje,Areatza,0.4
2019,All,,,Areatza,Porcentaje,Areatza,0.4
2020,All,,,Areatza,Porcentaje,Areatza,0.6
2021,All,,,Areatza,Porcentaje,Areatza,21.5
2017,All,,,Areatza,Porcentaje,Areatza,0.4
2018,All,,,Areatza,Porcentaje,Areatza,0.4
2013,All,,,Areatza,Porcentaje,Areatza,0.4
2012,All,,,Areatza,Porcentaje,Areatza,0.4
2023,All,,,Areatza,Porcentaje,Areatza,21.6
2010,All,,,Areatza,Porcentaje,Areatza,0.0
2022,All,,,Areatza,Porcentaje,Areatza,21.7
2011,All,,,Areatza,Porcentaje,Areatza,0.0
2010,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.5
2013,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,8.7
2017,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,7.5
2019,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,4.9
2016,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,9.3
2011,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.5
2021,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,7.4
2014,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,9.1
2012,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,2.5
2023,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,13.4
2018,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,7.4
2020,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,4.9
2022,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,7.9
2015,All,,,Aretxabaleta,Porcentaje,Aretxabaleta,9.5
2022,All,,,Armiñón,Porcentaje,Armiñón,0.6
2015,All,,,Armiñón,Porcentaje,Armiñón,0.0
2011,All,,,Armiñón,Porcentaje,Armiñón,0.0
2012,All,,,Armiñón,Porcentaje,Armiñón,0.0
2023,All,,,Armiñón,Porcentaje,Armiñón,0.6
2010,All,,,Armiñón,Porcentaje,Armiñón,0.0
2017,All,,,Armiñón,Porcentaje,Armiñón,0.0
2014,All,,,Armiñón,Porcentaje,Armiñón,0.0
2018,All,,,Armiñón,Porcentaje,Armiñón,0.0
2021,All,,,Armiñón,Porcentaje,Armiñón,0.6
2020,All,,,Armiñón,Porcentaje,Armiñón,0.6
2016,All,,,Armiñón,Porcentaje,Armiñón,0.0
2019,All,,,Armiñón,Porcentaje,Armiñón,0.0
