Year,Series,Sexo,Territorio histórico,Units,Value
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,,Gipuzkoa,%,65.0
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,65.1
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,48.6
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,65.8
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,49.9
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,79.0
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,74.9
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,100.0
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,,%,56.4
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,45.6
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,57.8
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,78.6
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,68.1
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,90.7
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,53.4
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,47.0
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Araba/Álava,%,90.9
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,100.0
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,50.3
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,60.7
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,45.5
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,45.6
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,64.0
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,70.5
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Bizkaia,%,69.2
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,74.9
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,92.1
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,100.0
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,74.5
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,61.8
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,78.7
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,57.2
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Mujer,Gipuzkoa,%,72.5
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,58.4
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,57.5
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,50.3
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,43.4
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,61.4
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,53.1
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,84.7
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,,%,42.8
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,47.4
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,54.7
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,41.5
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,46.6
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,55.6
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,51.6
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,47.3
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Araba/Álava,%,100.0
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,40.3
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,48.9
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,41.1
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,61.4
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,60.5
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,71.9
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,59.8
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Bizkaia,%,50.0
2019,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,55.9
2017,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,46.8
2020,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,100.0
2018,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,50.6
2021,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,59.2
2022,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,56.9
2023,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,59.3
2024,Proporción de personas desempleadas que reciben prestaciones por desempleo,Hombre,Gipuzkoa,%,67.0
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,83.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.5
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.9
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.7
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,81.8
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.8
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.4
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.4
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.8
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.9
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.1
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.9
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.8
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.5
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,,%,82.3
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.6
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.4
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.5
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.7
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.8
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.9
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.0
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,79.9
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.7
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,82.0
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.0
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.3
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.7
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,80.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Araba/Álava,%,81.3
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.2
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.2
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.8
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.3
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.4
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.1
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.4
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.9
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.2
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.3
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.9
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.5
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,80.9
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Bizkaia,%,81.2
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.1
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.0
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.1
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.4
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.2
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.8
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.2
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.1
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.1
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.6
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.2
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.4
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,85.9
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,,Gipuzkoa,%,86.2
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,70.5
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,71.0
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.6
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.9
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,71.6
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.1
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,71.5
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.6
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,71.2
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,72.8
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,70.1
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,71.9
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.2
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.7
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,,%,69.2
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,66.2
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,65.5
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,69.5
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,68.8
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,66.3
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,68.0
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,69.0
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,66.0
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,66.8
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,65.4
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,65.5
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,69.5
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,69.9
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,71.2
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Araba/Álava,%,67.4
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,69.7
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,69.3
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,68.2
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.0
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.6
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.9
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.5
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.5
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,66.9
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,68.9
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,68.6
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.1
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,67.5
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,70.6
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Bizkaia,%,69.2
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,75.4
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,76.4
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,76.3
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,75.9
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,76.1
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,75.1
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.8
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.4
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,77.1
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.5
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.6
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.2
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,74.3
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,75.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Mujer,Gipuzkoa,%,76.2
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,99.7
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,98.6
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,97.2
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,95.0
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,95.4
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,96.2
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,99.3
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,,%,100.0
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.8
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.2
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.1
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.7
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.1
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.7
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.6
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,99.2
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,99.2
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,98.8
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,96.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,94.2
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,93.3
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,97.6
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Araba/Álava,%,94.7
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,95.3
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,96.0
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,98.2
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,99.5
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,97.0
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,99.0
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,94.8
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Bizkaia,%,100.0
2019,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2020,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,99.6
2017,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2015,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2016,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,97.2
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,98.0
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,96.2
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,100.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,%,96.2
