Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aduna,%,Aduna,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aduna,%,Aduna,0.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aduna,%,Aduna,0.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aia,%,Aia,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Aizarnazabal,%,Aizarnazabal,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,0.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Ajangiz,%,Ajangiz,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Albiztur,%,Albiztur,0.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegia,%,Alegia,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alkiza,%,Alkiza,0.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Alonsotegi,%,Alonsotegi,100.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzaga,%,Altzaga,100.0
2018,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,100.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2013,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2015,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2014,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2024,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,100.0
2021,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,100.0
2023,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,100.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2011,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Altzo,%,Altzo,0.0
2019,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
2016,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
2020,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
2012,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
2022,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,100.0
2017,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
2010,Proporción de municipios cubiertos por un plan de ordenación territorial (PTP),,,Amezketa,%,Amezketa,0.0
