Year,Series,Sexo,Territorio histórico,Units,Value
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,3.0
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,2.6
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,1.9
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,3.2
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,2.4
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,3.6
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,3.4
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,2.9
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Bizkaia,Por 100.000 habitantes,2.2
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,2.9
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,2.5
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.2
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.4
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.9
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,2.8
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.7
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,3.1
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.4
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,2.4
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,4.2
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,5.3
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,3.1
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,,Gipuzkoa,Por 100.000 habitantes,3.9
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.1
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.4
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.4
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.0
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.5
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.0
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.9
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.3
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.6
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.2
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.8
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.4
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.9
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,,Por 100.000 habitantes,1.6
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.8
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.8
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,3.0
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,0.6
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,0.6
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.9
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,2.4
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,2.5
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.9
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.7
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.5
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.7
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.0
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,2.2
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.7
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.4
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.8
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.5
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.8
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Bizkaia,Por 100.000 habitantes,1.3
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,2.5
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.1
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,0.8
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.6
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.1
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.6
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.7
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,0.5
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,4.3
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,6.2
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,4.9
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,4.1
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,6.0
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,6.6
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,5.6
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,5.2
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,6.0
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,5.6
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,3.9
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,5.4
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,4.5
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,,Por 100.000 habitantes,6.3
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,3.1
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,3.8
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,6.1
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,6.3
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,3.1
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,3.8
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,4.4
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,4.4
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,6.3
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,8.7
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,6.3
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,2.5
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,2.5
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Araba/Álava,Por 100.000 habitantes,5.6
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,6.6
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,5.2
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,5.3
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,3.6
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,3.6
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,3.8
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,5.3
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,6.7
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,3.8
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,5.5
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,2.4
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,3.8
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,7.2
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Bizkaia,Por 100.000 habitantes,5.6
2023,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,8.5
2021,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,5.1
2020,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,5.1
2018,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,4.6
2011,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,6.4
2016,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,6.6
2019,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,4.0
2013,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,7.2
2017,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,8.3
2014,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,3.5
2015,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,9.5
2012,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,4.6
2010,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,7.6
2022,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,Hombre,Gipuzkoa,Por 100.000 habitantes,7.1
