Year,Series,Enfermedad no transmisible,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Abaltzisketa,Por 100.000 habitantes,Abaltzisketa,330.0
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Abaltzisketa,Por 100.000 habitantes,Abaltzisketa,631.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Abaltzisketa,Por 100.000 habitantes,Abaltzisketa,626.0
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Abaltzisketa,Por 100.000 habitantes,Abaltzisketa,1273.9
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,537.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,999.6
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,625.7
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,595.9
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,719.9
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,703.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,668.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,678.5
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,737.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,512.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,716.4
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,745.2
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,560.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Abanto y Ciérvana-Abanto Zierbena,Por 100.000 habitantes,Abanto y Ciérvana-Abanto Zierbena,470.3
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,402.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,222.2
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,215.1
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,611.0
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,1040.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,211.4
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,223.7
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,217.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Aduna,Por 100.000 habitantes,Aduna,1040.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,394.1
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,458.5
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,401.9
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,435.3
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,467.8
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,610.3
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,606.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,638.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,816.1
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,519.2
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,602.2
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,452.7
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,455.6
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Agurain/Salvatierra,Por 100.000 habitantes,Agurain/Salvatierra,373.8
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,345.9
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,840.5
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,746.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,302.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,474.8
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,494.3
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,648.5
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,545.2
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,547.5
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,746.3
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,703.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,438.5
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,476.6
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Aia,Por 100.000 habitantes,Aia,652.8
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,390.9
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,672.0
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,522.2
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,552.5
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,398.9
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,286.9
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,523.2
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,397.9
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,394.0
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,397.6
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,389.6
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,525.3
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Aizarnazabal,Por 100.000 habitantes,Aizarnazabal,662.7
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,1567.7
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,666.7
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,885.9
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,440.0
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,220.8
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,1304.3
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,671.9
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,1084.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,446.4
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,878.2
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,647.2
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,642.4
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Ajangiz,Por 100.000 habitantes,Ajangiz,1525.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,1034.5
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,1320.1
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,679.1
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,1957.6
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,660.1
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,641.0
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,331.1
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,335.6
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,328.9
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Albiztur,Por 100.000 habitantes,Albiztur,668.9
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,569.8
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,839.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,398.4
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,997.5
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,506.3
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,499.4
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,563.5
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,671.1
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,387.4
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,452.7
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,285.3
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,502.1
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,455.1
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Alegia,Por 100.000 habitantes,Alegia,593.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,104.7
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,389.9
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,466.7
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,330.7
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,225.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,232.1
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,255.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,442.1
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,424.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,333.6
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,494.2
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,219.1
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,303.7
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Alegría-Dulantzi,Por 100.000 habitantes,Alegría-Dulantzi,286.5
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,868.3
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,845.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,571.4
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,859.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,849.9
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,569.8
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,285.7
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,586.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,1149.4
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,1105.0
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Alkiza,Por 100.000 habitantes,Alkiza,550.2
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,838.7
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,983.0
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,602.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,809.6
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,838.7
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,600.2
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,808.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,705.0
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,490.7
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,667.6
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,665.4
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,914.3
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,450.8
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Alonsotegi,Por 100.000 habitantes,Alonsotegi,535.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Altzaga,Por 100.000 habitantes,Altzaga,537.6
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Altzaga,Por 100.000 habitantes,Altzaga,1173.0
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Altzaga,Por 100.000 habitantes,Altzaga,611.6
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Altzaga,Por 100.000 habitantes,Altzaga,539.1
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,845.1
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,763.4
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,280.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,264.2
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,1144.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,847.5
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,1293.7
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,251.3
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,255.8
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,565.8
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,280.9
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Altzo,Por 100.000 habitantes,Altzo,574.7
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,748.3
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,210.1
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,866.3
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,734.1
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,1046.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,1295.9
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,875.8
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,753.9
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,828.6
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,542.9
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,651.5
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,434.1
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,542.3
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Amezketa,Por 100.000 habitantes,Amezketa,874.3
2016,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,639.8
2014,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,601.6
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,612.8
2012,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,602.5
2011,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,526.8
2017,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,584.6
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,606.6
2019,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,609.2
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,664.7
2015,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,624.2
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,635.1
2018,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,567.9
2021,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,613.8
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Amorebieta-Etxano,Por 100.000 habitantes,Amorebieta-Etxano,640.7
2020,Tasa de mortalidad por 100.000 habitantes,,,,,Amoroto,Por 100.000 habitantes,Amoroto,974.4
2022,Tasa de mortalidad por 100.000 habitantes,,,,,Amoroto,Por 100.000 habitantes,Amoroto,518.1
2010,Tasa de mortalidad por 100.000 habitantes,,,,,Amoroto,Por 100.000 habitantes,Amoroto,246.9
2013,Tasa de mortalidad por 100.000 habitantes,,,,,Amoroto,Por 100.000 habitantes,Amoroto,746.3
2023,Tasa de mortalidad por 100.000 habitantes,,,,,Amoroto,Por 100.000 habitantes,Amoroto,514.1
