Year,Sexo,Territorio histórico,Units,Value
2016,Mujer,,Por 100.000 habitantes,1.3
2012,Mujer,,Por 100.000 habitantes,0.4
2014,Mujer,,Por 100.000 habitantes,1.2
2018,Mujer,,Por 100.000 habitantes,1.3
2017,Mujer,,Por 100.000 habitantes,0.8
2011,Mujer,,Por 100.000 habitantes,0.4
2024,Mujer,,Por 100.000 habitantes,0.6
2021,Mujer,,Por 100.000 habitantes,1.2
2010,Mujer,,Por 100.000 habitantes,0.7
2023,Mujer,,Por 100.000 habitantes,1.2
2019,Mujer,,Por 100.000 habitantes,0.8
2020,Mujer,,Por 100.000 habitantes,1.0
2024,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2022,Mujer,Araba/Álava,Por 100.000 habitantes,2.4
2015,Mujer,Araba/Álava,Por 100.000 habitantes,1.8
2020,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2019,Mujer,Araba/Álava,Por 100.000 habitantes,0.6
2017,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2013,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2011,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2023,Mujer,Araba/Álava,Por 100.000 habitantes,1.8
2012,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2010,Mujer,Araba/Álava,Por 100.000 habitantes,1.3
2014,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2016,Mujer,Araba/Álava,Por 100.000 habitantes,1.2
2021,Mujer,Araba/Álava,Por 100.000 habitantes,0.0
2018,Mujer,Araba/Álava,Por 100.000 habitantes,3.0
2023,Mujer,Bizkaia,Por 100.000 habitantes,1.3
2024,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2021,Mujer,Bizkaia,Por 100.000 habitantes,1.5
2020,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2017,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2019,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2018,Mujer,Bizkaia,Por 100.000 habitantes,1.0
2015,Mujer,Bizkaia,Por 100.000 habitantes,1.5
2013,Mujer,Bizkaia,Por 100.000 habitantes,0.3
2012,Mujer,Bizkaia,Por 100.000 habitantes,0.7
2011,Mujer,Bizkaia,Por 100.000 habitantes,0.7
2014,Mujer,Bizkaia,Por 100.000 habitantes,1.0
2010,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2022,Mujer,Bizkaia,Por 100.000 habitantes,1.4
2016,Mujer,Bizkaia,Por 100.000 habitantes,0.8
2023,Mujer,Gipuzkoa,Por 100.000 habitantes,0.8
2022,Mujer,Gipuzkoa,Por 100.000 habitantes,1.6
2021,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2020,Mujer,Gipuzkoa,Por 100.000 habitantes,1.1
2019,Mujer,Gipuzkoa,Por 100.000 habitantes,0.8
2018,Mujer,Gipuzkoa,Por 100.000 habitantes,1.1
2017,Mujer,Gipuzkoa,Por 100.000 habitantes,0.5
2016,Mujer,Gipuzkoa,Por 100.000 habitantes,1.9
2010,Mujer,Gipuzkoa,Por 100.000 habitantes,0.3
2015,Mujer,Gipuzkoa,Por 100.000 habitantes,0.3
2014,Mujer,Gipuzkoa,Por 100.000 habitantes,1.4
2013,Mujer,Gipuzkoa,Por 100.000 habitantes,0.6
2012,Mujer,Gipuzkoa,Por 100.000 habitantes,0.3
2011,Mujer,Gipuzkoa,Por 100.000 habitantes,0.3
2024,Mujer,Gipuzkoa,Por 100.000 habitantes,0.5
2012,Hombre,,Por 100.000 habitantes,2.0
2015,Hombre,,Por 100.000 habitantes,2.1
2022,Hombre,,Por 100.000 habitantes,2.2
2020,Hombre,,Por 100.000 habitantes,2.6
2013,Hombre,,Por 100.000 habitantes,3.0
2021,Hombre,,Por 100.000 habitantes,2.4
2016,Hombre,,Por 100.000 habitantes,2.4
2018,Hombre,,Por 100.000 habitantes,1.5
2019,Hombre,,Por 100.000 habitantes,2.5
2011,Hombre,,Por 100.000 habitantes,2.2
2014,Hombre,,Por 100.000 habitantes,2.5
2023,Hombre,,Por 100.000 habitantes,2.4
2024,Hombre,,Por 100.000 habitantes,1.6
2017,Hombre,,Por 100.000 habitantes,3.2
2010,Hombre,,Por 100.000 habitantes,2.0
2024,Hombre,Araba/Álava,Por 100.000 habitantes,0.0
2016,Hombre,Araba/Álava,Por 100.000 habitantes,0.6
2019,Hombre,Araba/Álava,Por 100.000 habitantes,2.5
2023,Hombre,Araba/Álava,Por 100.000 habitantes,2.4
2022,Hombre,Araba/Álava,Por 100.000 habitantes,1.2
2012,Hombre,Araba/Álava,Por 100.000 habitantes,1.3
2015,Hombre,Araba/Álava,Por 100.000 habitantes,1.9
2021,Hombre,Araba/Álava,Por 100.000 habitantes,3.1
2020,Hombre,Araba/Álava,Por 100.000 habitantes,4.3
2010,Hombre,Araba/Álava,Por 100.000 habitantes,0.6
2017,Hombre,Araba/Álava,Por 100.000 habitantes,2.5
2014,Hombre,Araba/Álava,Por 100.000 habitantes,3.1
2018,Hombre,Araba/Álava,Por 100.000 habitantes,1.9
2013,Hombre,Araba/Álava,Por 100.000 habitantes,1.9
2011,Hombre,Araba/Álava,Por 100.000 habitantes,1.3
2024,Hombre,Bizkaia,Por 100.000 habitantes,1.6
2023,Hombre,Bizkaia,Por 100.000 habitantes,3.3
2022,Hombre,Bizkaia,Por 100.000 habitantes,2.9
2021,Hombre,Bizkaia,Por 100.000 habitantes,2.2
2014,Hombre,Bizkaia,Por 100.000 habitantes,2.5
2020,Hombre,Bizkaia,Por 100.000 habitantes,3.3
2016,Hombre,Bizkaia,Por 100.000 habitantes,2.7
2019,Hombre,Bizkaia,Por 100.000 habitantes,2.4
2018,Hombre,Bizkaia,Por 100.000 habitantes,1.8
2017,Hombre,Bizkaia,Por 100.000 habitantes,3.6
2015,Hombre,Bizkaia,Por 100.000 habitantes,2.2
2013,Hombre,Bizkaia,Por 100.000 habitantes,3.4
2012,Hombre,Bizkaia,Por 100.000 habitantes,3.1
2011,Hombre,Bizkaia,Por 100.000 habitantes,2.7
2010,Hombre,Bizkaia,Por 100.000 habitantes,3.0
2018,Hombre,Gipuzkoa,Por 100.000 habitantes,0.9
2017,Hombre,Gipuzkoa,Por 100.000 habitantes,2.9
2016,Hombre,Gipuzkoa,Por 100.000 habitantes,2.6
2015,Hombre,Gipuzkoa,Por 100.000 habitantes,2.0
2011,Hombre,Gipuzkoa,Por 100.000 habitantes,1.7
2014,Hombre,Gipuzkoa,Por 100.000 habitantes,2.0
2013,Hombre,Gipuzkoa,Por 100.000 habitantes,2.9
2012,Hombre,Gipuzkoa,Por 100.000 habitantes,0.6
2010,Hombre,Gipuzkoa,Por 100.000 habitantes,0.9
2024,Hombre,Gipuzkoa,Por 100.000 habitantes,2.3
2023,Hombre,Gipuzkoa,Por 100.000 habitantes,1.1
2022,Hombre,Gipuzkoa,Por 100.000 habitantes,1.4
2021,Hombre,Gipuzkoa,Por 100.000 habitantes,2.3
2020,Hombre,Gipuzkoa,Por 100.000 habitantes,0.9
2019,Hombre,Gipuzkoa,Por 100.000 habitantes,2.8
