Year,Sexo,Territorio histórico,Units,Value
2015,Mujer,Gipuzkoa,Por millón de habitantes,4315.0
2014,Mujer,Gipuzkoa,Por millón de habitantes,4215.1
2013,Mujer,Gipuzkoa,Por millón de habitantes,4207.3
2012,Mujer,Gipuzkoa,Por millón de habitantes,4219.8
2011,Mujer,Gipuzkoa,Por millón de habitantes,4082.6
2010,Mujer,Gipuzkoa,Por millón de habitantes,3741.4
2021,Hombre,,Por millón de habitantes,8621.8
2023,Hombre,,Por millón de habitantes,9765.4
2019,Hombre,,Por millón de habitantes,8090.4
2013,Hombre,,Por millón de habitantes,7333.0
2020,Hombre,,Por millón de habitantes,8141.1
2016,Hombre,,Por millón de habitantes,7297.3
2015,Hombre,,Por millón de habitantes,7387.6
2010,Hombre,,Por millón de habitantes,6893.1
2018,Hombre,,Por millón de habitantes,8021.9
2017,Hombre,,Por millón de habitantes,7693.1
2012,Hombre,,Por millón de habitantes,7175.1
2022,Hombre,,Por millón de habitantes,9138.4
2014,Hombre,,Por millón de habitantes,7402.4
2011,Hombre,,Por millón de habitantes,6855.6
2021,Hombre,Araba/Álava,Por millón de habitantes,6457.5
2022,Hombre,Araba/Álava,Por millón de habitantes,6710.7
2012,Hombre,Araba/Álava,Por millón de habitantes,5279.9
2015,Hombre,Araba/Álava,Por millón de habitantes,6350.1
2013,Hombre,Araba/Álava,Por millón de habitantes,6165.4
2020,Hombre,Araba/Álava,Por millón de habitantes,6262.0
2011,Hombre,Araba/Álava,Por millón de habitantes,5028.8
2018,Hombre,Araba/Álava,Por millón de habitantes,6858.8
2016,Hombre,Araba/Álava,Por millón de habitantes,5955.8
2014,Hombre,Araba/Álava,Por millón de habitantes,5990.1
2010,Hombre,Araba/Álava,Por millón de habitantes,4804.1
2023,Hombre,Araba/Álava,Por millón de habitantes,7137.2
2017,Hombre,Araba/Álava,Por millón de habitantes,6899.4
2019,Hombre,Araba/Álava,Por millón de habitantes,6228.3
2023,Hombre,Bizkaia,Por millón de habitantes,8775.0
2022,Hombre,Bizkaia,Por millón de habitantes,8114.2
2021,Hombre,Bizkaia,Por millón de habitantes,7567.0
2020,Hombre,Bizkaia,Por millón de habitantes,7090.2
2019,Hombre,Bizkaia,Por millón de habitantes,6965.8
2018,Hombre,Bizkaia,Por millón de habitantes,6821.3
2016,Hombre,Bizkaia,Por millón de habitantes,6360.0
2017,Hombre,Bizkaia,Por millón de habitantes,6406.4
2015,Hombre,Bizkaia,Por millón de habitantes,6635.1
2014,Hombre,Bizkaia,Por millón de habitantes,6817.3
2013,Hombre,Bizkaia,Por millón de habitantes,6721.9
2012,Hombre,Bizkaia,Por millón de habitantes,6607.9
2011,Hombre,Bizkaia,Por millón de habitantes,6138.2
2010,Hombre,Bizkaia,Por millón de habitantes,6173.4
2020,Hombre,Gipuzkoa,Por millón de habitantes,10657.0
2019,Hombre,Gipuzkoa,Por millón de habitantes,10713.1
2018,Hombre,Gipuzkoa,Por millón de habitantes,10442.2
2017,Hombre,Gipuzkoa,Por millón de habitantes,10081.3
2016,Hombre,Gipuzkoa,Por millón de habitantes,9388.3
2015,Hombre,Gipuzkoa,Por millón de habitantes,9051.2
2011,Hombre,Gipuzkoa,Por millón de habitantes,8859.0
2014,Hombre,Gipuzkoa,Por millón de habitantes,8975.4
2012,Hombre,Gipuzkoa,Por millón de habitantes,8960.0
2013,Hombre,Gipuzkoa,Por millón de habitantes,8841.7
2010,Hombre,Gipuzkoa,Por millón de habitantes,9021.4
2023,Hombre,Gipuzkoa,Por millón de habitantes,12544.4
2022,Hombre,Gipuzkoa,Por millón de habitantes,11871.3
2021,Hombre,Gipuzkoa,Por millón de habitantes,11275.8
