Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alkiza,Porcentaje,Alkiza,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzaga,Porcentaje,Altzaga,0.0
2011,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2024,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2020,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2013,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2019,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2016,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2014,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2010,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Altzo,Porcentaje,Altzo,0.0
2015,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2022,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2018,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2012,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2021,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2023,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
2017,Proporción de municipios que disponen de un plan municipal de emergencias,,,Amezketa,Porcentaje,Amezketa,0.0
