Year,Series,Province,County,Municipality,Units,GeoCode,Value
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.15
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,95.39
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,101.34
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,101.47
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,90.53
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,64.53
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,68.46
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,90.74
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,125.19
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,116.66
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,88.4
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,147.22
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,108.92
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,89.56
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,61.42
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,89.2
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,118.4
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,53.98
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aduna,%,Aduna,77.91
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,76.75
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,92.23
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,88.07
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,82.75
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,97.66
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,79.31
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,84.5
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,76.82
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,90.91
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,82.52
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,77.02
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,69.36
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,93.02
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Agurain/Salvatierra,%,Agurain/Salvatierra,91.36
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,117.81
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,110.48
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,102.27
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,87.93
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,71.84
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,109.51
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,131.32
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,73.0
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,65.24
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,105.32
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,87.75
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,78.47
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,90.63
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aia,%,Aia,83.8
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,103.63
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,102.83
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,108.54
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,95.68
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,90.33
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,82.54
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,98.57
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,80.24
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,85.77
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,87.93
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,94.91
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,91.73
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,85.96
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Aizarnazabal,%,Aizarnazabal,72.13
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,121.79
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,110.21
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,112.08
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,122.79
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,79.66
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,121.62
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,117.34
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,83.47
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,80.61
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,77.42
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,82.2
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,117.83
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,102.26
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Ajangiz,%,Ajangiz,85.02
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,119.62
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,91.04
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,124.91
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,170.86
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,107.1
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,111.91
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,100.68
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,111.86
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,136.39
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,105.15
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,111.27
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,141.27
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,109.42
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Albiztur,%,Albiztur,83.63
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,125.06
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,114.77
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,105.17
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,95.89
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,95.6
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,103.7
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,93.99
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,94.13
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,127.18
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,113.51
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,99.18
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,88.79
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,94.88
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegia,%,Alegia,84.8
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,79.92
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,72.53
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,86.44
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,85.94
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,81.97
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,52.09
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,105.87
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,93.39
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,84.32
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,103.17
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,111.59
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,91.86
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,54.78
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alegría-Dulantzi,%,Alegría-Dulantzi,83.02
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,79.44
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,101.3
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,119.12
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,77.96
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,97.93
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,79.59
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,97.9
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,97.72
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,101.96
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,112.05
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,94.44
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,90.01
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,101.57
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alkiza,%,Alkiza,94.06
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,97.29
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,115.66
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,104.54
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,82.74
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,103.16
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,111.24
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,103.49
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,103.28
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,106.37
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,115.21
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,125.08
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,95.08
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,116.02
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Alonsotegi,%,Alonsotegi,125.82
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,97.25
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,103.37
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,65.28
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,79.12
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,117.75
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,113.79
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,86.54
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,100.42
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,42.28
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,71.41
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,129.31
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,113.51
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,101.83
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzaga,%,Altzaga,105.24
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,99.48
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,156.0
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,94.99
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,86.95
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,95.93
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,105.45
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,148.61
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,115.0
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,146.41
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,197.9
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,91.09
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,151.2
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,123.95
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Altzo,%,Altzo,118.58
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,101.91
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,145.65
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,121.27
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,92.66
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,90.39
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,105.55
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,125.35
2015,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,115.38
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,102.86
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,108.72
2018,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,114.69
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,116.22
2010,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,80.5
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amezketa,%,Amezketa,84.75
2017,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,89.32
2016,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,94.81
2023,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,96.47
2019,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,96.31
2014,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,105.44
2013,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,93.78
2011,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,92.65
2012,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,92.66
2022,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,101.59
2021,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,92.45
2020,Liquidated expenditure of the municipalities in proportion to the originally approved budget,,,Amorebieta-Etxano,%,Amorebieta-Etxano,91.04
